종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,날짜
446070,유니드비티플러스,KOSPI,,4820.0,20.0,0.42,4800.0,4845.0,4715.0,19423.0,92084090.0,51146056300.0,10611215,20240701
002920,유성기업,KOSPI,,2570.0,10.0,0.39,2560.0,2575.0,2555.0,8879.0,22761755.0,66685075000.0,25947500,20240701
024800,유성티엔에스,KOSDAQ,우량기업부,2160.0,-55.0,-2.48,2200.0,2200.0,2155.0,27736.0,60256255.0,80031913920.0,37051812,20240701
023410,유진기업,KOSDAQ,우량기업부,3650.0,40.0,1.11,3610.0,3670.0,3600.0,239308.0,870277670.0,282184649950.0,77310863,20240701
003460,유화증권,KOSPI,,2185.0,0.0,0.0,2190.0,2200.0,2170.0,14829.0,32354235.0,123894776775.0,56702415,20240701
139480,이마트,KOSPI,,57700.0,1200.0,2.12,56800.0,58000.0,56800.0,123863.0,7145243100.0,1608434756300.0,27875819,20240701
129260,인터지스,KOSPI,,2375.0,-75.0,-3.06,2415.0,2435.0,2345.0,525323.0,1250899465.0,70651200750.0,29747874,20240701
003200,일신방직,KOSPI,,8710.0,-90.0,-1.02,8820.0,8820.0,8600.0,66662.0,579173050.0,202768800000.0,23280000,20240701
174880,장원테크,KOSDAQ,관리종목(소속부없음),2650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11610352250.0,4381265,20240701
000950,전방,KOSPI,,20900.0,-250.0,-1.18,21150.0,21150.0,20850.0,480.0,10085700.0,35112000000.0,1680000,20240701
071320,지역난방공사,KOSPI,,46750.0,-2350.0,-4.79,49450.0,49450.0,46600.0,24385.0,1163652600.0,541306282000.0,11578744,20240701
088790,진도,KOSPI,,1963.0,-2.0,-0.1,1965.0,1974.0,1955.0,40533.0,79656493.0,24434921472.0,12447744,20240701
002020,코오롱,KOSPI,,15970.0,20.0,0.13,15820.0,16090.0,15820.0,5523.0,87939820.0,201644023220.0,12626426,20240701
003240,태광산업,KOSPI,,623000.0,-2000.0,-0.32,625000.0,626000.0,616000.0,355.0,220469000.0,693648200000.0,1113400,20240701
363280,티와이홀딩스,KOSPI,,3450.0,-15.0,-0.43,3465.0,3465.0,3380.0,37221.0,126981760.0,173980974600.0,50429268,20240701
104480,티케이케미칼,KOSDAQ,우량기업부,1855.0,5.0,0.27,1850.0,1860.0,1799.0,364778.0,671323276.0,168611030070.0,90895434,20240701
106240,파인테크닉스,KOSDAQ,우량기업부,1241.0,4.0,0.32,1237.0,1248.0,1225.0,19691.0,24359232.0,19760513737.0,15923057,20240701
065690,파커스,KOSDAQ,투자주의환기종목(소속부없음),1111.0,-79.0,-6.64,1189.0,1190.0,1111.0,41542.0,47841062.0,15608806741.0,14049331,20240701
003380,하림지주,KOSDAQ GLOBAL,우량기업부,6050.0,120.0,2.02,5930.0,6060.0,5920.0,98237.0,590967570.0,677634007050.0,112005621,20240701
034830,한국토지신탁,KOSPI,,1002.0,2.0,0.2,1000.0,1003.0,1000.0,138992.0,139124111.0,252994208460.0,252489230,20240701
004150,한솔홀딩스,KOSPI,,2700.0,-10.0,-0.37,2710.0,2710.0,2685.0,41540.0,111885860.0,113423157900.0,42008577,20240701
004960,한신공영,KOSPI,,6680.0,-10.0,-0.15,6710.0,6710.0,6630.0,8208.0,54593860.0,77292289360.0,11570702,20240701
002320,한진,KOSPI,,19760.0,180.0,0.92,19670.0,19810.0,19610.0,15295.0,301271050.0,295365129280.0,14947628,20240701
088350,한화생명,KOSPI,,2985.0,-15.0,-0.5,2995.0,3030.0,2955.0,944635.0,2817013240.0,2592562050000.0,868530000,20240701
000370,한화손해보험,KOSPI,,4995.0,0.0,0.0,5010.0,5070.0,4970.0,228711.0,1147073685.0,583110880425.0,116738915,20240701
143210,핸즈코퍼레이션,KOSPI,,2215.0,10.0,0.45,2230.0,2250.0,2205.0,8829.0,19607875.0,48454779605.0,21875747,20240701
069960,현대백화점,KOSPI,,48350.0,-350.0,-0.72,48250.0,49000.0,48100.0,15305.0,739899050.0,1131508022350.0,23402441,20240701
004020,현대제철,KOSPI,,29300.0,250.0,0.86,29100.0,29400.0,28900.0,253811.0,7417963300.0,3909961500500.0,133445785,20240701
005440,현대지에프홀딩스,KOSPI,,4375.0,-135.0,-2.99,4545.0,4555.0,4365.0,155328.0,685522630.0,682081316875.0,155904301,20240701
057050,현대홈쇼핑,KOSPI,,51100.0,-100.0,-0.2,51200.0,51800.0,50600.0,11230.0,575636300.0,613200000000.0,12000000,20240701
000850,화천기공,KOSPI,,30100.0,50.0,0.17,29850.0,30100.0,29850.0,843.0,25257650.0,66220000000.0,2200000,20240701
005010,휴스틸,KOSPI,,4475.0,15.0,0.34,4495.0,4520.0,4465.0,279001.0,1253737940.0,251441635625.0,56188075,20240701
000540,흥국화재,KOSPI,,4015.0,-60.0,-1.47,4075.0,4120.0,4000.0,41697.0,168440110.0,257934219675.0,64242645,20240701
027410,BGF,KOSPI,,,,,,,,,,,95716791,20241001
000590,CS홀딩스,KOSPI,,,,,,,,,,,1154482,20241001
016610,DB금융투자,KOSPI,,,,,,,,,,,42446389,20241001
139130,DGB금융지주,KOSPI,,,,,,,,,,,169145833,20241001
017940,E1,KOSPI,,,,,,,,,,,6860000,20241001
012630,HDC,KOSPI,,,,,,,,,,,59741721,20241001
014790,HL D&I,KOSPI,,,,,,,,,,,37858601,20241001
002460,HS화성,KOSPI,,,,,,,,,,,10150000,20241001
021320,KCC건설,KOSDAQ,우량기업부,,,,,,,,,,21400000,20241001
009440,KC그린홀딩스,KOSPI,,,,,,,,,,,22434980,20241001
033180,KH 필룩스,KOSPI,,,,,,,,,,,18903579,20241001
001940,KISCO홀딩스,KOSPI,,,,,,,,,,,16176380,20241001
092230,KPX홀딩스,KOSPI,,,,,,,,,,,4224646,20241001
040610,SG&G,KOSDAQ,중견기업부,,,,,,,,,,34087196,20241001
016250,SGC E&C,KOSDAQ,우량기업부,,,,,,,,,,3243585,20241001
006120,SK디스커버리,KOSPI,,,,,,,,,,,18785855,20241001
002820,SUN&L,KOSPI,,,,,,,,,,,12607989,20241001
000050,경방,KOSPI,,,,,,,,,,,27415270,20241001
013580,계룡건설,KOSPI,,,,,,,,,,,8930907,20241001
121440,골프존뉴딘홀딩스,KOSDAQ,우량기업부,,,,,,,,,,42836818,20241001
005720,넥센,KOSPI,,,,,,,,,,,53543977,20241001
089140,넥스턴바이오,KOSDAQ,벤처기업부,,,,,,,,,,11282627,20241001
065560,녹원씨엔아이,KOSDAQ,관리종목(소속부없음),,,,,,,,,,16440776,20241001
017650,대림제지,KOSDAQ,우량기업부,,,,,,,,,,9000000,20241001
128820,대성산업,KOSPI,,,,,,,,,,,45235478,20241001
007680,대원,KOSDAQ,벤처기업부,,,,,,,,,,13446474,20241001
001070,대한방직,KOSPI,,,,,,,,,,,5300000,20241001
001130,대한제분,KOSPI,,,,,,,,,,,1690000,20241001
003830,대한화섬,KOSPI,,,,,,,,,,,1328000,20241001
460850,동국씨엠,KOSPI,,,,,,,,,,,29898656,20241001
460860,동국제강,KOSPI,,,,,,,,,,,49608017,20241001
001230,동국홀딩스,KOSPI,,,,,,,,,,,31800483,20241001
005960,동부건설,KOSPI,,,,,,,,,,,22946345,20241001
001520,동양,KOSPI,,,,,,,,,,,238684063,20241001
013120,동원개발,KOSDAQ,우량기업부,,,,,,,,,,90808100,20241001
004890,동일산업,KOSPI,,,,,,,,,,,2425215,20241001
002690,동일제강,KOSPI,,,,,,,,,,,20300360,20241001
023530,롯데쇼핑,KOSPI,,,,,,,,,,,28288755,20241001
004990,롯데지주,KOSPI,,,,,,,,,,,104909237,20241001
071840,롯데하이마트,KOSPI,,,,,,,,,,,23607712,20241001
101330,모베이스,KOSDAQ,우량기업부,,,,,,,,,,23147029,20241001
001810,무림SP,KOSDAQ,중견기업부,,,,,,,,,,22137500,20241001
009200,무림페이퍼,KOSPI,,,,,,,,,,,41609310,20241001
085620,미래에셋생명,KOSPI,,,,,,,,,,,177016189,20241001
019010,베뉴지,KOSDAQ,우량기업부,,,,,,,,,,48200000,20241001
000070,삼양홀딩스,KOSPI,,,,,,,,,,,8564271,20241001
004440,삼일씨엔에스,KOSPI,,,,,,,,,,,12731947,20241001
004690,삼천리,KOSPI,,,,,,,,,,,4055025,20241001
038540,상상인,KOSDAQ,우량기업부,,,,,,,,,,55328313,20241001
017390,서울가스,KOSPI,,,,,,,,,,,5000000,20241001
011370,서한,KOSDAQ,우량기업부,,,,,,,,,,100894865,20241001
037350,성도이엔지,KOSDAQ,우량기업부,,,,,,,,,,15470000,20241001
000180,성창기업지주,KOSPI,,,,,,,,,,,69751600,20241001
058650,세아홀딩스,KOSPI,,,,,,,,,,,4000000,20241001
024830,세원물산,KOSDAQ,우량기업부,,,,,,,,,,8350000,20241001
021820,세원정공,KOSPI,,,,,,,,,,,10000000,20241001
067830,세이브존I&C,KOSPI,,,,,,,,,,,41040895,20241001
005800,신영와코루,KOSPI,,,,,,,,,,,9000000,20241001
127710,아시아경제,KOSDAQ,우량기업부,,,,,,,,,,34904082,20241001
032080,아즈텍WB,KOSDAQ,중견기업부,,,,,,,,,,21491029,20241001
097780,에코볼트,KOSDAQ,중견기업부,,,,,,,,,,67730338,20241001
000670,영풍,KOSPI,,,,,,,,,,,1842040,20241001
012160,영흥,KOSPI,,,,,,,,,,,101310372,20241001
006980,우성,KOSPI,,,,,,,,,,,3090000,20241001
010400,우진아이엔에스,KOSPI,,,,,,,,,,,7622000,20241001
030530,원익홀딩스,KOSDAQ,우량기업부,,,,,,,,,,77237981,20241001
012620,원일특강,KOSDAQ,우량기업부,,,,,,,,,,4400000,20241001
446070,유니드비티플러스,KOSPI,,,,,,,,,,,10611215,20241001
002920,유성기업,KOSPI,,,,,,,,,,,25947500,20241001
024800,유성티엔에스,KOSDAQ,우량기업부,,,,,,,,,,37051812,20241001
023410,유진기업,KOSDAQ,우량기업부,,,,,,,,,,77310863,20241001
003460,유화증권,KOSPI,,,,,,,,,,,56702415,20241001
139480,이마트,KOSPI,,,,,,,,,,,27875819,20241001
129260,인터지스,KOSPI,,,,,,,,,,,29747874,20241001
003200,일신방직,KOSPI,,,,,,,,,,,23280000,20241001
174880,장원테크,KOSDAQ,관리종목(소속부없음),,,,,,,,,,4381265,20241001
000950,전방,KOSPI,,,,,,,,,,,1680000,20241001
071320,지역난방공사,KOSPI,,,,,,,,,,,11578744,20241001
088790,진도,KOSPI,,,,,,,,,,,12447744,20241001
002020,코오롱,KOSPI,,,,,,,,,,,12626426,20241001
003240,태광산업,KOSPI,,,,,,,,,,,1113400,20241001
363280,티와이홀딩스,KOSPI,,,,,,,,,,,50429268,20241001
104480,티케이케미칼,KOSDAQ,우량기업부,,,,,,,,,,90895434,20241001
106240,파인테크닉스,KOSDAQ,우량기업부,,,,,,,,,,15923057,20241001
065690,파커스,KOSDAQ,투자주의환기종목(소속부없음),,,,,,,,,,14049331,20241001
003380,하림지주,KOSDAQ GLOBAL,우량기업부,,,,,,,,,,112005621,20241001
034830,한국토지신탁,KOSPI,,,,,,,,,,,252489230,20241001
004150,한솔홀딩스,KOSPI,,,,,,,,,,,42008577,20241001
004960,한신공영,KOSPI,,,,,,,,,,,11570702,20241001
002320,한진,KOSPI,,,,,,,,,,,14947628,20241001
088350,한화생명,KOSPI,,,,,,,,,,,868530000,20241001
000370,한화손해보험,KOSPI,,,,,,,,,,,116738915,20241001
143210,핸즈코퍼레이션,KOSPI,,,,,,,,,,,21875747,20241001
069960,현대백화점,KOSPI,,,,,,,,,,,23402441,20241001
004020,현대제철,KOSPI,,,,,,,,,,,133445785,20241001
005440,현대지에프홀딩스,KOSPI,,,,,,,,,,,155904301,20241001
057050,현대홈쇼핑,KOSPI,,,,,,,,,,,12000000,20241001
000850,화천기공,KOSPI,,,,,,,,,,,2200000,20241001
005010,휴스틸,KOSPI,,,,,,,,,,,56188075,20241001
000540,흥국화재,KOSPI,,,,,,,,,,,64242645,20241001
