종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","3070","5","0.16","3070","3080","3005","168352","513133915","142053544910","46271513"
"095570","AJ네트웍스","KOSPI",,"6000","-80","-1.32","6090","6090","5930","57002","342327550","280933770000","46822295"
"006840","AK홀딩스","KOSPI",,"32750","150","0.46","32900","33050","32050","27937","913926300","433857622750","13247561"
"054620","APS홀딩스","KOSDAQ","중견기업부","15850","50","0.32","15650","15850","15500","48976","766179500","323248402850","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","31200","-550","-1.73","31850","31850","30950","208308","6512277750","451783082400","14480227"
"211270","AP위성","KOSDAQ","벤처기업부","17650","-650","-3.55","18450","18450","17600","424302","7579555850","266202665600","15082304"
"027410","BGF","KOSPI",,"6560","-100","-1.50","6660","6680","6540","384905","2534130390","627902148960","95716791"
"282330","BGF리테일","KOSPI",,"170000","-9500","-5.29","177500","178000","166500","131003","22243998000","2938264020000","17283906"
"138930","BNK금융지주","KOSPI",,"7650","-80","-1.03","7750","7750","7610","1222237","9341358220","2493404631900","325935246"
"001460","BYC","KOSPI",,"416500","-5000","-1.19","421500","422000","416500","242","101109500","260152147500","624615"
"001465","BYC우","KOSPI",,"187500","1500","0.81","186500","187500","184000","210","39019500","40384687500","215385"
"013720","CBI","KOSDAQ","중견기업부","22750","0","0.00","0","0","0","0","0","186067040250","8178771"
"001040","CJ","KOSPI",,"106500","-500","-0.47","107500","108500","106500","67195","7204108000","3107350287000","29176998"
"079160","CJ CGV","KOSPI",,"30200","-300","-0.98","30500","30650","30100","225012","6810698800","1060020000000","35100000"
"035760","CJ ENM","KOSDAQ","우량기업부","183000","300","0.16","182700","185300","181700","112439","20620487700","4013035182000","21929154"
"00104K","CJ4우(전환)","KOSPI",,"89500","-800","-0.89","90300","90400","88700","13828","1234812400","378272824000","4226512"
"000120","CJ대한통운","KOSPI",,"182000","5000","2.82","177000","183500","176500","78265","14184146500","4151846608000","22812344"
"011150","CJ씨푸드","KOSPI",,"4800","85","1.80","4715","4875","4695","1116887","5353569155","172467710400","35930773"
