종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2975","25","0.85","2950","3015","2925","735244","2184309305","144396509950","48536642"
"095570","AJ네트웍스","KOSPI",,"4850","-15","-0.31","4870","4970","4830","97958","476885370","219475881150","45252759"
"006840","AK홀딩스","KOSPI",,"15110","10","0.07","15300","15300","14810","9271","138890580","200170646710","13247561"
"054620","APS","KOSDAQ","중견기업부","7750","-150","-1.90","7910","7950","7720","48556","379705910","158055212750","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","21850","-450","-2.02","22350","22350","21800","101723","2244025950","333899048850","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","18290","210","1.16","18010","18900","17840","1167043","21544366010","275855340160","15082304"
"139050","BF랩스","KOSDAQ","벤처기업부","4630","140","3.12","4620","5020","4555","191428","907055995","40024271130","8644551"
"027410","BGF","KOSPI",,"3800","60","1.60","3750","3830","3745","58180","219947880","363723805800","95716791"
"282330","BGF리테일","KOSPI",,"121900","4200","3.57","118500","121900","117700","64407","7754230000","2106908141400","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","4230","40","0.95","4165","4265","4130","81232","341699165","228560753250","54033275"
"138930","BNK금융지주","KOSPI",,"7810","40","0.51","7840","7860","7740","644816","5026931940","2515510700780","322088438"
"001460","BYC","KOSPI",,"491000","-1000","-0.20","495000","496000","491000","275","135487500","306685965000","624615"
"001465","BYC우","KOSPI",,"194900","1200","0.62","195000","196000","194700","1785","348712900","41978536500","215385"
"013720","CBI","KOSDAQ","중견기업부","1633","26","1.62","1620","1660","1615","203140","331033233","69948229004","42834188"
"083790","CG인바이츠","KOSDAQ","벤처기업부","3730","-20","-0.53","3790","3800","3655","144285","536638180","286815298860","76894182"
"001040","CJ","KOSPI",,"128400","-1400","-1.08","128300","132000","122100","466144","59864883500","3746326543200","29176998"
"079160","CJ CGV","KOSPI",,"5600","60","1.08","5550","5640","5500","345021","1920904840","685619155200","122431992"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","86000","3000","3.61","83400","86800","81200","250200","21244740900","1885907244000","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","16130","170","1.07","15970","16250","15900","7891","127105430","146984657260","9112502"
"00104K","CJ4우(전환)","KOSPI",,"88700","-2300","-2.53","90600","90600","87500","36284","3231970800","374891614400","4226512"
"000120","CJ대한통운","KOSPI",,"119100","4200","3.66","115900","119600","115600","85636","10109114300","2716950170400","22812344"
"011150","CJ씨푸드","KOSPI",,"2730","30","1.11","2700","2745","2685","91381","248506435","98091010290","35930773"
