Á¾¸ñÄÚµå,Á¾¸ñ¸í,EPS,BPS,PER,PBR,¹è´ç¼öÀÍ·ü,ROE,³¯Â¥,Á¾°¡,°Å·¡·®,»óÀåÁÖ½Ä¼ö,µî¶ô·ü
280360,·Ôµ¥À£Çªµå,7978.0,232340.0,22.42,0.77,1.68,3.4337608676938967,20240304,126700.0,12709.0,9434574.0,-3.43
280360,·Ôµ¥À£Çªµå,7978.0,232340.0,22.42,0.77,1.68,3.4337608676938967,20240305,124900.0,11211.0,9434574.0,-1.42
280360,·Ôµ¥À£Çªµå,7978.0,232340.0,22.42,0.77,1.68,3.4337608676938967,20240306,126500.0,6126.0,9434574.0,1.28
280360,·Ôµ¥À£Çªµå,7978.0,232340.0,22.42,0.77,1.68,3.4337608676938967,20240307,125200.0,4267.0,9434574.0,-1.03
280360,·Ôµ¥À£Çªµå,7978.0,232340.0,22.42,0.77,1.68,3.4337608676938967,20240308,123100.0,9007.0,9434574.0,-1.68
