Á¾¸ñÄÚµå,Á¾¸ñ¸í,EPS,BPS,PER,PBR,¹è´ç¼öÀÍ·ü,ROE,³¯Â¥,Á¾°¡,°Å·¡·®,»óÀåÁÖ½Ä¼ö,µî¶ô·ü
004700,Á¶±¤ÇÇÇõ,2546.0,122353.0,20.31,0.42,0.0,2.080864384199815,20240304,54200.0,2388.0,6649138.0,2.46
004700,Á¶±¤ÇÇÇõ,2546.0,122353.0,20.31,0.42,0.0,2.080864384199815,20240305,53900.0,1138.0,6649138.0,-0.55
004700,Á¶±¤ÇÇÇõ,2546.0,122353.0,20.31,0.42,0.0,2.080864384199815,20240306,54600.0,1226.0,6649138.0,1.3
004700,Á¶±¤ÇÇÇõ,2546.0,122353.0,20.31,0.42,0.0,2.080864384199815,20240307,53100.0,1141.0,6649138.0,-2.75
004700,Á¶±¤ÇÇÇõ,2546.0,122353.0,20.31,0.42,0.0,2.080864384199815,20240308,53200.0,1395.0,6649138.0,0.19
