Á¾¸ñÄÚµå,Á¾¸ñ¸í,EPS,BPS,PER,PBR,¹è´ç¼öÀÍ·ü,ROE,³¯Â¥,Á¾°¡,°Å·¡·®,»óÀåÁÖ½Ä¼ö,µî¶ô·ü
089860,·Ôµ¥·»Å»,3275.0,37351.0,9.18,0.8,3.99,8.768172204224786,20240304,26850.0,41245.0,36634063.0,-0.56
089860,·Ôµ¥·»Å»,3275.0,37351.0,9.18,0.8,3.99,8.768172204224786,20240305,26950.0,49312.0,36634063.0,0.37
089860,·Ôµ¥·»Å»,3275.0,37351.0,9.18,0.8,3.99,8.768172204224786,20240306,26950.0,23278.0,36634063.0,0.0
089860,·Ôµ¥·»Å»,3275.0,37351.0,9.18,0.8,3.99,8.768172204224786,20240307,26950.0,22297.0,36634063.0,0.0
089860,·Ôµ¥·»Å»,3275.0,37351.0,9.18,0.8,3.99,8.768172204224786,20240308,27200.0,27983.0,36634063.0,0.93
