종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률
101160,월덱스,3261.0,14506.0,6.9,1.55,0.27,22.48035295739694,20240304,23750.0,230788.0,16510993.0,3.71
101160,월덱스,3261.0,14506.0,6.9,1.55,0.27,22.48035295739694,20240305,23150.0,136586.0,16510993.0,-2.53
101160,월덱스,3261.0,14506.0,6.9,1.55,0.27,22.48035295739694,20240306,23650.0,168868.0,16510993.0,2.16
101160,월덱스,3261.0,14506.0,6.9,1.55,0.27,22.48035295739694,20240307,23300.0,191436.0,16510993.0,-1.48
101160,월덱스,3261.0,14506.0,6.9,1.55,0.27,22.48035295739694,20240308,23750.0,249493.0,16510993.0,1.93
