종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률
004450,삼화왕관,,58505.0,,0.54,3.79,,20240304,31800.0,1988.0,2154379.0,-0.16
004450,삼화왕관,,58505.0,,0.54,3.79,,20240305,31200.0,4376.0,2154379.0,-1.89
004450,삼화왕관,,58505.0,,0.54,3.79,,20240306,31300.0,1567.0,2154379.0,0.32
004450,삼화왕관,,58505.0,,0.54,3.79,,20240307,31250.0,708.0,2154379.0,-0.16
004450,삼화왕관,,58505.0,,0.54,3.79,,20240308,30900.0,1915.0,2154379.0,-1.12
