辆格内靛,辆格疙,EPS,BPS,PER,PBR,硅寸荐劳伏,ROE,朝楼,辆啊,芭贰樊,惑厘林侥荐,殿遏伏
004365,技规快,,,,,3.91,,20240304,7770.0,4647.0,3689250.0,2.24
004365,技规快,,,,,3.91,,20240305,7670.0,1443.0,3689250.0,-1.29
004365,技规快,,,,,3.91,,20240306,7690.0,590.0,3689250.0,0.26
004365,技规快,,,,,3.91,,20240307,7660.0,118.0,3689250.0,-0.39
004365,技规快,,,,,3.91,,20240308,7510.0,2454.0,3689250.0,-1.96
