종목코드,종목명,EPS,BPS,PER,PBR,날짜,종가,거래량,상장주식수
060310,3S,30.0,947.0,76.0,2.41,20240304,2880.0,668831.0,48536642.0
060310,3S,30.0,947.0,76.0,2.41,20240305,2790.0,908884.0,48536642.0
060310,3S,30.0,947.0,76.0,2.41,20240306,2790.0,643726.0,48536642.0
060310,3S,30.0,947.0,76.0,2.41,20240307,2790.0,1865313.0,48536642.0
060310,3S,30.0,947.0,76.0,2.41,20240308,2810.0,832167.0,48536642.0
095570,AJ네트웍스,367.0,9326.0,12.1,0.48,20240304,4635.0,90067.0,45252759.0
095570,AJ네트웍스,367.0,9326.0,12.1,0.48,20240305,4575.0,115533.0,45252759.0
095570,AJ네트웍스,367.0,9326.0,12.1,0.48,20240306,4560.0,68502.0,45252759.0
095570,AJ네트웍스,367.0,9326.0,12.1,0.48,20240307,4510.0,63047.0,45252759.0
095570,AJ네트웍스,367.0,9326.0,12.1,0.48,20240308,4565.0,150980.0,45252759.0
006840,AK홀딩스,2635.0,44339.0,5.19,0.31,20240304,16180.0,8335.0,13247561.0
006840,AK홀딩스,2635.0,44339.0,5.19,0.31,20240305,16040.0,8432.0,13247561.0
006840,AK홀딩스,2635.0,44339.0,5.19,0.31,20240306,15940.0,6177.0,13247561.0
006840,AK홀딩스,2635.0,44339.0,5.19,0.31,20240307,15970.0,10764.0,13247561.0
006840,AK홀딩스,2635.0,44339.0,5.19,0.31,20240308,15950.0,10237.0,13247561.0
054620,APS,667.0,11683.0,10.09,0.58,20240304,7000.0,27892.0,20394221.0
054620,APS,667.0,11683.0,10.09,0.58,20240305,6820.0,33454.0,20394221.0
054620,APS,667.0,11683.0,10.09,0.58,20240306,6770.0,42986.0,20394221.0
054620,APS,667.0,11683.0,10.09,0.58,20240307,6850.0,33521.0,20394221.0
054620,APS,667.0,11683.0,10.09,0.58,20240308,6930.0,70571.0,20394221.0
265520,AP시스템,3997.0,21396.0,5.13,0.96,20240304,21200.0,57705.0,15281421.0
265520,AP시스템,3997.0,21396.0,5.13,0.96,20240305,20700.0,52303.0,15281421.0
265520,AP시스템,3997.0,21396.0,5.13,0.96,20240306,21350.0,76408.0,15281421.0
265520,AP시스템,3997.0,21396.0,5.13,0.96,20240307,21750.0,188784.0,15281421.0
265520,AP시스템,3997.0,21396.0,5.13,0.96,20240308,21850.0,107749.0,15281421.0
211270,AP위성,739.0,6680.0,17.73,1.96,20240304,15750.0,218160.0,15082304.0
211270,AP위성,739.0,6680.0,17.73,1.96,20240305,15890.0,149818.0,15082304.0
211270,AP위성,739.0,6680.0,17.73,1.96,20240306,16060.0,293335.0,15082304.0
211270,AP위성,739.0,6680.0,17.73,1.96,20240307,15560.0,170753.0,15082304.0
211270,AP위성,739.0,6680.0,17.73,1.96,20240308,16100.0,212101.0,15082304.0
109960,AP헬스케어,80.0,2518.0,8.96,0.28,,,,
139050,BF랩스,11.0,5250.0,255.0,0.53,20240304,7540.0,44584.0,8592111.0
139050,BF랩스,11.0,5250.0,255.0,0.53,20240305,7270.0,61543.0,8592111.0
139050,BF랩스,11.0,5250.0,255.0,0.53,20240306,7490.0,36349.0,8592111.0
139050,BF랩스,11.0,5250.0,255.0,0.53,20240307,7310.0,39498.0,8592111.0
139050,BF랩스,11.0,5250.0,255.0,0.53,20240308,7340.0,78106.0,8592111.0
027410,BGF,813.0,17286.0,4.38,0.21,20240304,3925.0,78711.0,95716791.0
027410,BGF,813.0,17286.0,4.38,0.21,20240305,3855.0,100904.0,95716791.0
027410,BGF,813.0,17286.0,4.38,0.21,20240306,3820.0,108158.0,95716791.0
027410,BGF,813.0,17286.0,4.38,0.21,20240307,3765.0,135356.0,95716791.0
027410,BGF,813.0,17286.0,4.38,0.21,20240308,3805.0,60471.0,95716791.0
282330,BGF리테일,11337.0,62197.0,9.0,1.64,20240304,131000.0,51161.0,17283906.0
282330,BGF리테일,11337.0,62197.0,9.0,1.64,20240305,130000.0,51474.0,17283906.0
282330,BGF리테일,11337.0,62197.0,9.0,1.64,20240306,130400.0,34435.0,17283906.0
282330,BGF리테일,11337.0,62197.0,9.0,1.64,20240307,122500.0,149638.0,17283906.0
282330,BGF리테일,11337.0,62197.0,9.0,1.64,20240308,124900.0,96350.0,17283906.0
126600,BGF에코머티리얼즈,,6471.0,,0.62,20240304,4475.0,97371.0,54033275.0
126600,BGF에코머티리얼즈,,6471.0,,0.62,20240305,4400.0,130184.0,54033275.0
126600,BGF에코머티리얼즈,,6471.0,,0.62,20240306,4325.0,97288.0,54033275.0
126600,BGF에코머티리얼즈,,6471.0,,0.62,20240307,4305.0,106732.0,54033275.0
126600,BGF에코머티리얼즈,,6471.0,,0.62,20240308,4370.0,86331.0,54033275.0
138930,BNK금융지주,1905.0,31746.0,4.99,0.3,20240304,7650.0,1832983.0,322088438.0
138930,BNK금융지주,1905.0,31746.0,4.99,0.3,20240305,7600.0,1525665.0,322088438.0
138930,BNK금융지주,1905.0,31746.0,4.99,0.3,20240306,7690.0,1558272.0,322088438.0
138930,BNK금융지주,1905.0,31746.0,4.99,0.3,20240307,7900.0,2159732.0,322088438.0
138930,BNK금융지주,1905.0,31746.0,4.99,0.3,20240308,7910.0,1310066.0,322088438.0
001460,BYC,2836.0,64090.0,11.41,0.5,20240304,441000.0,441.0,624615.0
001460,BYC,2836.0,64090.0,11.41,0.5,20240305,492500.0,5350.0,624615.0
001460,BYC,2836.0,64090.0,11.41,0.5,20240306,503000.0,2770.0,624615.0
001460,BYC,2836.0,64090.0,11.41,0.5,20240307,486000.0,617.0,624615.0
001460,BYC,2836.0,64090.0,11.41,0.5,20240308,490500.0,372.0,624615.0
001465,BYC우,,,,,20240304,145700.0,848.0,215385.0
001465,BYC우,,,,,20240305,176900.0,9064.0,215385.0
001465,BYC우,,,,,20240306,177000.0,2824.0,215385.0
001465,BYC우,,,,,20240307,167300.0,1079.0,215385.0
001465,BYC우,,,,,20240308,168000.0,981.0,215385.0
013720,CBI,,1093.0,,1.02,20240304,1333.0,232992.0,42834188.0
013720,CBI,,1093.0,,1.02,20240305,1363.0,237551.0,42834188.0
013720,CBI,,1093.0,,1.02,20240306,1412.0,657953.0,42834188.0
013720,CBI,,1093.0,,1.02,20240307,1520.0,1703703.0,42834188.0
013720,CBI,,1093.0,,1.02,20240308,1684.0,1002767.0,42834188.0
083790,CG인바이츠,,1587.0,,1.56,20240304,3750.0,722075.0,76894182.0
083790,CG인바이츠,,1587.0,,1.56,20240305,3790.0,250554.0,76894182.0
083790,CG인바이츠,,1587.0,,1.56,20240306,3665.0,352951.0,76894182.0
083790,CG인바이츠,,1587.0,,1.56,20240307,3435.0,500564.0,76894182.0
083790,CG인바이츠,,1587.0,,1.56,20240308,3455.0,425279.0,76894182.0
001040,CJ,5806.0,164443.0,22.25,0.79,20240304,96200.0,102878.0,29176998.0
001040,CJ,5806.0,164443.0,22.25,0.79,20240305,96600.0,114778.0,29176998.0
001040,CJ,5806.0,164443.0,22.25,0.79,20240306,96600.0,83610.0,29176998.0
001040,CJ,5806.0,164443.0,22.25,0.79,20240307,94100.0,90959.0,29176998.0
001040,CJ,5806.0,164443.0,22.25,0.79,20240308,94500.0,98684.0,29176998.0
079160,CJ CGV,,3441.0,,1.68,20240304,5930.0,2228419.0,122431825.0
079160,CJ CGV,,3441.0,,1.68,20240305,5890.0,944237.0,122431825.0
079160,CJ CGV,,3441.0,,1.68,20240306,5790.0,519432.0,122431825.0
079160,CJ CGV,,3441.0,,1.68,20240307,5610.0,752234.0,122431825.0
079160,CJ CGV,,3441.0,,1.68,20240308,5640.0,770303.0,122431825.0
035760,CJ ENM,,156237.0,,0.5,20240304,78400.0,80857.0,21929154.0
035760,CJ ENM,,156237.0,,0.5,20240305,76600.0,117488.0,21929154.0
035760,CJ ENM,,156237.0,,0.5,20240306,75200.0,135081.0,21929154.0
035760,CJ ENM,,156237.0,,0.5,20240307,72200.0,137443.0,21929154.0
035760,CJ ENM,,156237.0,,0.5,20240308,73300.0,63967.0,21929154.0
311690,CJ 바이오사이언스,,7846.0,,1.6,20240304,14460.0,8534.0,9112502.0
311690,CJ 바이오사이언스,,7846.0,,1.6,20240305,14260.0,12996.0,9112502.0
311690,CJ 바이오사이언스,,7846.0,,1.6,20240306,14460.0,5972.0,9112502.0
311690,CJ 바이오사이언스,,7846.0,,1.6,20240307,14420.0,4984.0,9112502.0
311690,CJ 바이오사이언스,,7846.0,,1.6,20240308,14750.0,11313.0,9112502.0
00104K,CJ4우(전환),,,,,20240304,74900.0,4688.0,4226512.0
00104K,CJ4우(전환),,,,,20240305,75300.0,7046.0,4226512.0
00104K,CJ4우(전환),,,,,20240306,75300.0,3346.0,4226512.0
00104K,CJ4우(전환),,,,,20240307,74400.0,6566.0,4226512.0
00104K,CJ4우(전환),,,,,20240308,74300.0,16251.0,4226512.0
000120,CJ대한통운,10357.0,180690.0,9.39,0.54,20240304,124000.0,105514.0,22812344.0
000120,CJ대한통운,10357.0,180690.0,9.39,0.54,20240305,134100.0,274781.0,22812344.0
000120,CJ대한통운,10357.0,180690.0,9.39,0.54,20240306,132700.0,85715.0,22812344.0
000120,CJ대한통운,10357.0,180690.0,9.39,0.54,20240307,130400.0,79988.0,22812344.0
000120,CJ대한통운,10357.0,180690.0,9.39,0.54,20240308,127600.0,129731.0,22812344.0
011150,CJ씨푸드,123.0,2160.0,32.76,1.87,20240304,2745.0,96975.0,35930773.0
011150,CJ씨푸드,123.0,2160.0,32.76,1.87,20240305,2705.0,106374.0,35930773.0
011150,CJ씨푸드,123.0,2160.0,32.76,1.87,20240306,2685.0,63516.0,35930773.0
011150,CJ씨푸드,123.0,2160.0,32.76,1.87,20240307,2680.0,55047.0,35930773.0
011150,CJ씨푸드,123.0,2160.0,32.76,1.87,20240308,2715.0,63245.0,35930773.0
011155,CJ씨푸드1우,,,,,20240304,21000.0,81.0,200000.0
011155,CJ씨푸드1우,,,,,20240305,21000.0,246.0,200000.0
011155,CJ씨푸드1우,,,,,20240306,20800.0,100.0,200000.0
011155,CJ씨푸드1우,,,,,20240307,20700.0,173.0,200000.0
011155,CJ씨푸드1우,,,,,20240308,20450.0,760.0,200000.0
001045,CJ우,,,,,20240304,55700.0,5357.0,2260223.0
001045,CJ우,,,,,20240305,55800.0,3433.0,2260223.0
001045,CJ우,,,,,20240306,55800.0,1465.0,2260223.0
001045,CJ우,,,,,20240307,55900.0,5059.0,2260223.0
001045,CJ우,,,,,20240308,56600.0,9321.0,2260223.0
097950,CJ제일제당,24081.0,446325.0,15.76,0.85,20240304,293500.0,23089.0,15054186.0
097950,CJ제일제당,24081.0,446325.0,15.76,0.85,20240305,291000.0,18106.0,15054186.0
097950,CJ제일제당,24081.0,446325.0,15.76,0.85,20240306,289500.0,29758.0,15054186.0
097950,CJ제일제당,24081.0,446325.0,15.76,0.85,20240307,283500.0,47103.0,15054186.0
097950,CJ제일제당,24081.0,446325.0,15.76,0.85,20240308,287500.0,36067.0,15054186.0
097955,CJ제일제당 우,,,,,20240304,133400.0,6619.0,1327433.0
097955,CJ제일제당 우,,,,,20240305,132700.0,3939.0,1327433.0
097955,CJ제일제당 우,,,,,20240306,134000.0,1024.0,1327433.0
097955,CJ제일제당 우,,,,,20240307,133000.0,2630.0,1327433.0
097955,CJ제일제당 우,,,,,20240308,135100.0,2608.0,1327433.0
051500,CJ프레시웨이,4489.0,24396.0,4.25,0.78,20240304,24750.0,29274.0,11871586.0
051500,CJ프레시웨이,4489.0,24396.0,4.25,0.78,20240305,24500.0,12431.0,11871586.0
051500,CJ프레시웨이,4489.0,24396.0,4.25,0.78,20240306,24000.0,29086.0,11871586.0
051500,CJ프레시웨이,4489.0,24396.0,4.25,0.78,20240307,23950.0,27511.0,11871586.0
051500,CJ프레시웨이,4489.0,24396.0,4.25,0.78,20240308,24100.0,9126.0,11871586.0
058820,CMG제약,46.0,1370.0,51.41,1.73,20240304,2145.0,515947.0,138892244.0
058820,CMG제약,46.0,1370.0,51.41,1.73,20240305,2140.0,294629.0,138892244.0
058820,CMG제약,46.0,1370.0,51.41,1.73,20240306,2170.0,313290.0,138892244.0
058820,CMG제약,46.0,1370.0,51.41,1.73,20240307,2200.0,790773.0,138892244.0
058820,CMG제약,46.0,1370.0,51.41,1.73,20240308,2225.0,336764.0,138892244.0
023460,CNH,,2748.0,,0.91,20240304,1782.0,1876.0,37200000.0
023460,CNH,,2748.0,,0.91,20240305,1824.0,9951.0,37200000.0
023460,CNH,,2748.0,,0.91,20240306,1781.0,658.0,37200000.0
023460,CNH,,2748.0,,0.91,20240307,1780.0,11565.0,37200000.0
023460,CNH,,2748.0,,0.91,20240308,1815.0,2652.0,37200000.0
056730,CNT85,193.0,1042.0,4.33,0.8,20240304,1202.0,22061.0,74111186.0
056730,CNT85,193.0,1042.0,4.33,0.8,20240305,1210.0,19560.0,74111186.0
056730,CNT85,193.0,1042.0,4.33,0.8,20240306,1211.0,10835.0,74111186.0
056730,CNT85,193.0,1042.0,4.33,0.8,20240307,1220.0,3870.0,74111186.0
056730,CNT85,193.0,1042.0,4.33,0.8,20240308,1222.0,6083.0,74111186.0
000480,CR홀딩스,14.0,14318.0,425.71,0.42,20240304,6370.0,31171.0,46890490.0
000480,CR홀딩스,14.0,14318.0,425.71,0.42,20240305,6230.0,35726.0,46890490.0
000480,CR홀딩스,14.0,14318.0,425.71,0.42,20240306,6310.0,18178.0,46890490.0
000480,CR홀딩스,14.0,14318.0,425.71,0.42,20240307,6160.0,36019.0,46890490.0
000480,CR홀딩스,14.0,14318.0,425.71,0.42,20240308,6230.0,12077.0,46890490.0
065770,CS,,902.0,,1.28,20240304,1216.0,36277.0,19411130.0
065770,CS,,902.0,,1.28,20240305,1210.0,17172.0,19411130.0
065770,CS,,902.0,,1.28,20240306,1203.0,37041.0,19411130.0
065770,CS,,902.0,,1.28,20240307,1203.0,63484.0,19411130.0
065770,CS,,902.0,,1.28,20240308,1215.0,38133.0,19411130.0
083660,CSA 코스믹,,362.0,,2.59,20240304,1260.0,23124.0,61247181.0
083660,CSA 코스믹,,362.0,,2.59,20240305,1250.0,149894.0,61247181.0
083660,CSA 코스믹,,362.0,,2.59,20240306,1220.0,88617.0,61247181.0
083660,CSA 코스믹,,362.0,,2.59,20240307,1198.0,53181.0,61247181.0
083660,CSA 코스믹,,362.0,,2.59,20240308,1208.0,23622.0,61247181.0
000590,CS홀딩스,15091.0,264028.0,4.59,0.26,20240304,65600.0,846.0,1154482.0
000590,CS홀딩스,15091.0,264028.0,4.59,0.26,20240305,64600.0,1300.0,1154482.0
000590,CS홀딩스,15091.0,264028.0,4.59,0.26,20240306,65000.0,971.0,1154482.0
000590,CS홀딩스,15091.0,264028.0,4.59,0.26,20240307,65000.0,2173.0,1154482.0
000590,CS홀딩스,15091.0,264028.0,4.59,0.26,20240308,64700.0,338.0,1154482.0
012030,DB,106.0,2067.0,10.71,0.55,20240304,1563.0,222244.0,201173933.0
012030,DB,106.0,2067.0,10.71,0.55,20240305,1554.0,273941.0,201173933.0
012030,DB,106.0,2067.0,10.71,0.55,20240306,1551.0,286172.0,201173933.0
012030,DB,106.0,2067.0,10.71,0.55,20240307,1582.0,575893.0,201173933.0
012030,DB,106.0,2067.0,10.71,0.55,20240308,1551.0,354866.0,201173933.0
456440,DB금융스팩11호,,,,,20240304,2265.0,4956.0,5315000.0
456440,DB금융스팩11호,,,,,20240305,2260.0,9076.0,5315000.0
456440,DB금융스팩11호,,,,,20240306,2260.0,6303.0,5315000.0
456440,DB금융스팩11호,,,,,20240307,2255.0,10101.0,5315000.0
456440,DB금융스팩11호,,,,,20240308,2265.0,3509.0,5315000.0
477760,DB금융스팩12호,,,,,,,,
016610,DB금융투자,151.0,24561.0,29.21,0.18,20240304,4475.0,40236.0,42446389.0
016610,DB금융투자,151.0,24561.0,29.21,0.18,20240305,4470.0,76142.0,42446389.0
016610,DB금융투자,151.0,24561.0,29.21,0.18,20240306,4475.0,37045.0,42446389.0
016610,DB금융투자,151.0,24561.0,29.21,0.18,20240307,4470.0,42176.0,42446389.0
016610,DB금융투자,151.0,24561.0,29.21,0.18,20240308,4500.0,77058.0,42446389.0
005830,DB손해보험,28955.0,170486.0,3.74,0.64,20240304,99100.0,159187.0,70800000.0
005830,DB손해보험,28955.0,170486.0,3.74,0.64,20240305,98000.0,151027.0,70800000.0
005830,DB손해보험,28955.0,170486.0,3.74,0.64,20240306,96100.0,188493.0,70800000.0
005830,DB손해보험,28955.0,170486.0,3.74,0.64,20240307,97400.0,219374.0,70800000.0
005830,DB손해보험,28955.0,170486.0,3.74,0.64,20240308,97200.0,215717.0,70800000.0
000990,DB하이텍,6241.0,41655.0,8.22,1.23,20240304,47950.0,412891.0,44398588.0
000990,DB하이텍,6241.0,41655.0,8.22,1.23,20240305,46600.0,303123.0,44398588.0
000990,DB하이텍,6241.0,41655.0,8.22,1.23,20240306,45800.0,269342.0,44398588.0
000990,DB하이텍,6241.0,41655.0,8.22,1.23,20240307,45450.0,203005.0,44398588.0
000990,DB하이텍,6241.0,41655.0,8.22,1.23,20240308,46150.0,319203.0,44398588.0
139130,DGB금융지주,2180.0,35751.0,3.68,0.22,20240304,8950.0,857146.0,169145833.0
139130,DGB금융지주,2180.0,35751.0,3.68,0.22,20240305,8930.0,816773.0,169145833.0
139130,DGB금융지주,2180.0,35751.0,3.68,0.22,20240306,8960.0,569521.0,169145833.0
139130,DGB금융지주,2180.0,35751.0,3.68,0.22,20240307,9130.0,840683.0,169145833.0
139130,DGB금융지주,2180.0,35751.0,3.68,0.22,20240308,9110.0,775884.0,169145833.0
060900,DGP,,2149.0,,0.51,20240304,1625.0,538639.0,25258229.0
060900,DGP,,2149.0,,0.51,20240305,1583.0,541462.0,25258229.0
060900,DGP,,2149.0,,0.51,20240306,1553.0,335128.0,25258229.0
060900,DGP,,2149.0,,0.51,20240307,1567.0,334712.0,25258229.0
060900,DGP,,2149.0,,0.51,20240308,1742.0,1684155.0,25258229.0
290120,DH오토리드,,5438.0,,0.5,20240304,3475.0,34858.0,15515138.0
290120,DH오토리드,,5438.0,,0.5,20240305,3365.0,32150.0,15515138.0
290120,DH오토리드,,5438.0,,0.5,20240306,3370.0,24533.0,15515138.0
290120,DH오토리드,,5438.0,,0.5,20240307,3375.0,33065.0,15515138.0
290120,DH오토리드,,5438.0,,0.5,20240308,3280.0,29486.0,15515138.0
025440,DH오토웨어,5.0,452.0,75.8,0.84,20240304,2005.0,28194.0,30781224.0
025440,DH오토웨어,5.0,452.0,75.8,0.84,20240305,1969.0,27965.0,30781224.0
025440,DH오토웨어,5.0,452.0,75.8,0.84,20240306,1930.0,24132.0,30781224.0
025440,DH오토웨어,5.0,452.0,75.8,0.84,20240307,1928.0,14731.0,30781224.0
025440,DH오토웨어,5.0,452.0,75.8,0.84,20240308,1936.0,17388.0,30781224.0
001530,DI동일,164.0,30136.0,179.57,0.98,20240304,28650.0,91830.0,24738643.0
001530,DI동일,164.0,30136.0,179.57,0.98,20240305,28600.0,94080.0,24738643.0
001530,DI동일,164.0,30136.0,179.57,0.98,20240306,28500.0,63439.0,24738643.0
001530,DI동일,164.0,30136.0,179.57,0.98,20240307,28450.0,99986.0,24738643.0
001530,DI동일,164.0,30136.0,179.57,0.98,20240308,28450.0,169763.0,24738643.0
000210,DL,,169901.0,,0.33,20240304,47400.0,61340.0,20955884.0
000210,DL,,169901.0,,0.33,20240305,45950.0,83962.0,20955884.0
000210,DL,,169901.0,,0.33,20240306,46000.0,55500.0,20955884.0
000210,DL,,169901.0,,0.33,20240307,45150.0,32279.0,20955884.0
000210,DL,,169901.0,,0.33,20240308,45600.0,43633.0,20955884.0
000215,DL우,,,,,20240304,25200.0,632.0,1686115.0
000215,DL우,,,,,20240305,24650.0,460.0,1686115.0
000215,DL우,,,,,20240306,25050.0,2817.0,1686115.0
000215,DL우,,,,,20240307,26100.0,3939.0,1686115.0
000215,DL우,,,,,20240308,26550.0,2372.0,1686115.0
375500,DL이앤씨,4679.0,118750.0,7.58,0.3,20240304,36550.0,208408.0,38693623.0
375500,DL이앤씨,4679.0,118750.0,7.58,0.3,20240305,36000.0,146387.0,38693623.0
375500,DL이앤씨,4679.0,118750.0,7.58,0.3,20240306,35300.0,234115.0,38693623.0
375500,DL이앤씨,4679.0,118750.0,7.58,0.3,20240307,34800.0,154568.0,38693623.0
375500,DL이앤씨,4679.0,118750.0,7.58,0.3,20240308,35000.0,118105.0,38693623.0
37550L,DL이앤씨2우(전환),,,,,20240304,24950.0,1438.0,2111951.0
37550L,DL이앤씨2우(전환),,,,,20240305,24700.0,1120.0,2111951.0
37550L,DL이앤씨2우(전환),,,,,20240306,24450.0,4213.0,2111951.0
37550L,DL이앤씨2우(전환),,,,,20240307,24450.0,2369.0,2111951.0
37550L,DL이앤씨2우(전환),,,,,20240308,24350.0,555.0,2111951.0
37550K,DL이앤씨우,,,,,20240304,18990.0,781.0,2113885.0
37550K,DL이앤씨우,,,,,20240305,18910.0,909.0,2113885.0
37550K,DL이앤씨우,,,,,20240306,18960.0,881.0,2113885.0
37550K,DL이앤씨우,,,,,20240307,18970.0,2758.0,2113885.0
37550K,DL이앤씨우,,,,,20240308,18950.0,790.0,2113885.0
068790,DMS,829.0,13160.0,6.71,0.42,20240304,6960.0,248148.0,24573061.0
068790,DMS,829.0,13160.0,6.71,0.42,20240305,6930.0,129203.0,24573061.0
068790,DMS,829.0,13160.0,6.71,0.42,20240306,6910.0,91332.0,24573061.0
068790,DMS,829.0,13160.0,6.71,0.42,20240307,7030.0,177905.0,24573061.0
068790,DMS,829.0,13160.0,6.71,0.42,20240308,6860.0,160199.0,24573061.0
007340,DN오토모티브,31884.0,132197.0,2.73,0.66,20240304,80900.0,27226.0,9994005.0
007340,DN오토모티브,31884.0,132197.0,2.73,0.66,20240305,81000.0,15722.0,9994005.0
007340,DN오토모티브,31884.0,132197.0,2.73,0.66,20240306,82200.0,17945.0,9994005.0
007340,DN오토모티브,31884.0,132197.0,2.73,0.66,20240307,83200.0,12495.0,9994005.0
007340,DN오토모티브,31884.0,132197.0,2.73,0.66,20240308,82000.0,33568.0,9994005.0
004840,DRB동일,798.0,19664.0,6.52,0.26,20240304,6320.0,496006.0,19930000.0
004840,DRB동일,798.0,19664.0,6.52,0.26,20240305,6230.0,1691955.0,19930000.0
004840,DRB동일,798.0,19664.0,6.52,0.26,20240306,6330.0,756941.0,19930000.0
004840,DRB동일,798.0,19664.0,6.52,0.26,20240307,6180.0,235146.0,19930000.0
004840,DRB동일,798.0,19664.0,6.52,0.26,20240308,6470.0,1313901.0,19930000.0
241520,DSC인베스트먼트,543.0,3895.0,5.72,0.8,20240304,3800.0,1504258.0,27811403.0
241520,DSC인베스트먼트,543.0,3895.0,5.72,0.8,20240305,3695.0,7507346.0,27811403.0
241520,DSC인베스트먼트,543.0,3895.0,5.72,0.8,20240306,3685.0,543843.0,27811403.0
241520,DSC인베스트먼트,543.0,3895.0,5.72,0.8,20240307,3790.0,488685.0,27811403.0
241520,DSC인베스트먼트,543.0,3895.0,5.72,0.8,20240308,4015.0,1079698.0,27811403.0
155660,DSR,1093.0,13467.0,3.86,0.31,20240304,4350.0,31889.0,16000000.0
155660,DSR,1093.0,13467.0,3.86,0.31,20240305,4285.0,22517.0,16000000.0
155660,DSR,1093.0,13467.0,3.86,0.31,20240306,4245.0,10327.0,16000000.0
155660,DSR,1093.0,13467.0,3.86,0.31,20240307,4270.0,9698.0,16000000.0
155660,DSR,1093.0,13467.0,3.86,0.31,20240308,4275.0,9075.0,16000000.0
069730,DSR제강,899.0,13555.0,4.78,0.32,20240304,4190.0,25403.0,14400000.0
069730,DSR제강,899.0,13555.0,4.78,0.32,20240305,4110.0,55104.0,14400000.0
069730,DSR제강,899.0,13555.0,4.78,0.32,20240306,4125.0,33203.0,14400000.0
069730,DSR제강,899.0,13555.0,4.78,0.32,20240307,4125.0,24969.0,14400000.0
069730,DSR제강,899.0,13555.0,4.78,0.32,20240308,4125.0,41925.0,14400000.0
017860,DS단석,7966.0,47319.0,11.02,1.86,20240304,172400.0,53340.0,5861404.0
017860,DS단석,7966.0,47319.0,11.02,1.86,20240305,169000.0,42986.0,5861404.0
017860,DS단석,7966.0,47319.0,11.02,1.86,20240306,169300.0,38729.0,5861404.0
017860,DS단석,7966.0,47319.0,11.02,1.86,20240307,169900.0,38182.0,5861404.0
017860,DS단석,7966.0,47319.0,11.02,1.86,20240308,166800.0,43874.0,5861404.0
180400,DXVX,,608.0,,5.31,20240304,4630.0,168534.0,30219432.0
180400,DXVX,,608.0,,5.31,20240305,4680.0,50576.0,30219432.0
180400,DXVX,,608.0,,5.31,20240306,4800.0,76383.0,30219432.0
180400,DXVX,,608.0,,5.31,20240307,4525.0,103122.0,30219432.0
180400,DXVX,,608.0,,5.31,20240308,4255.0,432327.0,30219432.0
017940,E1,36872.0,280943.0,2.05,0.27,20240304,65600.0,17748.0,6860000.0
017940,E1,36872.0,280943.0,2.05,0.27,20240305,66000.0,17030.0,6860000.0
017940,E1,36872.0,280943.0,2.05,0.27,20240306,65400.0,36214.0,6860000.0
017940,E1,36872.0,280943.0,2.05,0.27,20240307,65400.0,13923.0,6860000.0
017940,E1,36872.0,280943.0,2.05,0.27,20240308,65700.0,24908.0,6860000.0
245620,EDGC,,324.0,,1.28,20240304,613.0,9107420.0,120860543.0
245620,EDGC,,324.0,,1.28,20240305,592.0,3397014.0,120860543.0
245620,EDGC,,324.0,,1.28,20240306,567.0,3430645.0,120860543.0
245620,EDGC,,324.0,,1.28,20240307,545.0,2781283.0,120860543.0
245620,EDGC,,324.0,,1.28,20240308,526.0,6524740.0,120860543.0
037370,EG,,6927.0,,1.06,20240304,9930.0,50961.0,8624972.0
037370,EG,,6927.0,,1.06,20240305,9770.0,72537.0,8624972.0
037370,EG,,6927.0,,1.06,20240306,9600.0,83212.0,8624972.0
037370,EG,,6927.0,,1.06,20240307,9510.0,62137.0,8624972.0
037370,EG,,6927.0,,1.06,20240308,9800.0,83835.0,8624972.0
050120,ES큐브,,6161.0,,0.31,20240304,2785.0,8087.0,13564086.0
050120,ES큐브,,6161.0,,0.31,20240305,2765.0,4877.0,13564086.0
050120,ES큐브,,6161.0,,0.31,20240306,2825.0,7292.0,13564086.0
050120,ES큐브,,6161.0,,0.31,20240307,2860.0,14580.0,13564086.0
050120,ES큐브,,6161.0,,0.31,20240308,2870.0,18929.0,13564086.0
383220,F&F,11144.0,33834.0,5.11,1.68,20240304,69800.0,163813.0,38307075.0
383220,F&F,11144.0,33834.0,5.11,1.68,20240305,68100.0,184472.0,38307075.0
383220,F&F,11144.0,33834.0,5.11,1.68,20240306,67700.0,142348.0,38307075.0
383220,F&F,11144.0,33834.0,5.11,1.68,20240307,67800.0,111835.0,38307075.0
383220,F&F,11144.0,33834.0,5.11,1.68,20240308,68200.0,101471.0,38307075.0
007700,F&F홀딩스,3130.0,54668.0,4.53,0.26,20240304,16170.0,654526.0,39114367.0
007700,F&F홀딩스,3130.0,54668.0,4.53,0.26,20240305,15900.0,35454.0,39114367.0
007700,F&F홀딩스,3130.0,54668.0,4.53,0.26,20240306,15500.0,39558.0,39114367.0
007700,F&F홀딩스,3130.0,54668.0,4.53,0.26,20240307,15300.0,35957.0,39114367.0
007700,F&F홀딩스,3130.0,54668.0,4.53,0.26,20240308,15730.0,20691.0,39114367.0
214270,FSN,,2272.0,,0.95,20240304,2830.0,684475.0,33250463.0
214270,FSN,,2272.0,,0.95,20240305,2950.0,1490128.0,33250463.0
214270,FSN,,2272.0,,0.95,20240306,2855.0,754388.0,33250463.0
214270,FSN,,2272.0,,0.95,20240307,2850.0,436657.0,33250463.0
214270,FSN,,2272.0,,0.95,20240308,2800.0,345308.0,33250463.0
