종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S","2330","15","0.65","30","77.67",,,"947","2.46","0","0.00"
"095570","AJ네트웍스","4420","15","0.34","367","12.04","855","5.17","9326","0.47","270","6.11"
"006840","AK홀딩스","13890","-40","-0.29","2635","5.27",,,"44339","0.31","200","1.44"
"054620","APS","6610","-80","-1.20","667","9.91",,,"11683","0.57","0","0.00"
"265520","AP시스템","21800","50","0.23","3997","5.45","4684","4.65","21396","1.02","270","1.24"
"211270","AP위성","14550","450","3.19","739","19.69","1137","12.80","6680","2.18","70","0.48"
"109960","AP헬스케어","790","30","3.95","80","9.88",,,"2518","0.31","0","0.00"
"139050","BF랩스","2805","0","0.00","11","255.00",,,"5250","0.53","0","0.00"
"027410","BGF","3545","-20","-0.56","813","4.36","655","5.41","17286","0.21","120","3.39"
"282330","BGF리테일","102400","800","0.79","11337","9.03","12001","8.53","62197","1.65","4100","4.00"
"126600","BGF에코머티리얼즈","4015","-10","-0.25",,,,,"6471","0.62","70","1.74"
"138930","BNK금융지주","8600","-20","-0.23","1905","4.51","2578","3.34","31746","0.27","510","5.93"
"001460","BYC","33150","-200","-0.60","2836","11.69",,,"64090","0.52","300","0.90"
"001465","BYC우","15090","-30","-0.20",,,,,,,"305","2.02"
"013720","CBI","1205","-12","-0.99",,,,,"1093","1.10","0","0.00"
"083790","CG인바이츠","2570","0","0.00",,,,,"1587","1.62","0","0.00"
"001040","CJ","126000","-1500","-1.18","5806","21.70","10593","11.89","164443","0.77","3000","2.38"
"079160","CJ CGV","5600","-60","-1.06",,,,,"3441","1.63","0","0.00"
"035760","CJ ENM","76600","800","1.06",,,"2705","28.32","156237","0.49","0","0.00"
"311690","CJ 바이오사이언스","12870","70","0.55",,,,,"7846","1.64","0","0.00"
"00104K","CJ4우(전환)","93800","-1600","-1.68",,,,,,,"3050","3.25"
"000120","CJ대한통운","95800","2700","2.90","10357","9.25","12310","7.78","180690","0.53","500","0.52"
"011150","CJ씨푸드","4355","45","1.04","123","35.41",,,"2160","2.02","0","0.00"
"011155","CJ씨푸드1우","21150","100","0.48",,,,,,,"0","0.00"
"001045","CJ우","59400","-400","-0.67",,,,,,,"3050","5.13"
"097950","CJ제일제당","386500","1500","0.39","24081","16.05","37190","10.39","446325","0.87","5500","1.42"
"097955","CJ제일제당 우","151300","-1500","-0.98",,,,,,,"5550","3.67"
"051500","CJ프레시웨이","19640","30","0.15","4489","4.38","5258","3.74","24396","0.81","450","2.29"
"058820","CMG제약","2360","15","0.64","46","51.30",,,"1370","1.72","0","0.00"
"023460","CNH","2410","-15","-0.62",,,,,"2748","0.88","0","0.00"
"056730","CNT85","866","-2","-0.23","193","4.49",,,"1042","0.83","0","0.00"
"000480","CR홀딩스","5940","30","0.51","14","424.29",,,"14318","0.41","410","6.90"
"065770","CS","1142","-8","-0.70",,,,,"902","1.27","0","0.00"
"083660","CSA 코스믹","997","-8","-0.80",,,,,"362","2.75","0","0.00"
"000590","CS홀딩스","69200","100","0.14","15091","4.59",,,"264028","0.26","500","0.72"
"012030","DB","1175","2","0.17","106","11.08",,,"2067","0.57","0","0.00"
"456440","DB금융스팩11호","2340","-5","-0.21",,,,,,,"0","0.00"
"477760","DB금융스팩12호","2125","-10","-0.47",,,,,,,"0","0.00"
"016610","DB금융투자","4425","-35","-0.78","151","29.30",,,"24561","0.18","200","4.52"
"005830","DB손해보험","106100","-200","-0.19","28955","3.66","26328","4.03","170486","0.62","5300","5.00"
"000990","DB하이텍","52900","200","0.38","6241","8.48","5664","9.34","41655","1.27","580","1.10"
"139130","DGB금융지주","8050","-10","-0.12","2180","3.69","2607","3.09","35751","0.23","550","6.83"
"060900","DGP","1045","-43","-3.95",,,,,"2149","0.49","0","0.00"
"290120","DH오토리드","2830","-5","-0.18",,,,,"5438","0.52","0","0.00"
"025440","DH오토웨어","388","4","1.04","5","77.60",,,"452","0.86","0","0.00"
"001530","DI동일","28900","800","2.85","164","176.22","866","33.37","30136","0.96","250","0.87"
"000210","DL","54600","900","1.68",,,"12180","4.48","169901","0.32","1000","1.83"
"000215","DL우","26800","-450","-1.65",,,,,,,"1050","3.92"
"375500","DL이앤씨","32750","100","0.31","4679","7.00","7262","4.51","118750","0.28","500","1.53"
"37550L","DL이앤씨2우(전환)","22500","-50","-0.22",,,,,,,"500","2.22"
"37550K","DL이앤씨우","16850","-190","-1.12",,,,,,,"550","3.26"
"068790","DMS","5790","60","1.05","829","6.98",,,"13160","0.44","90","1.55"
"007340","DN오토모티브","82700","600","0.73","31884","2.59",,,"132197","0.63","3000","3.63"
"004840","DRB동일","5100","-70","-1.35","798","6.39",,,"19664","0.26","100","1.96"
"241520","DSC인베스트먼트","3190","-60","-1.85","543","5.87",,,"3895","0.82","40","1.25"
"155660","DSR","4320","-10","-0.23","1093","3.95",,,"13467","0.32","60","1.39"
"069730","DSR제강","4255","-90","-2.07","899","4.73",,,"13555","0.31","60","1.41"
"017860","DS단석","92400","-2400","-2.53","7966","11.60",,,"47319","1.95","0","0.00"
"180400","DXVX","3465","-70","-1.98",,,,,"608","5.70","0","0.00"
"017940","E1","74600","-100","-0.13","36872","2.02","22655","3.29","280943","0.27","5150","6.90"
"245620","EDGC","415","0","0.00",,,,,"324","1.28","0","0.00"
"037370","EG","7140","10","0.14",,,,,"6927","1.03","0","0.00"
"050120","ES큐브","1999","-6","-0.30",,,,,"6161","0.32","0","0.00"
"383220","F&F","63600","900","1.44","11144","5.71","11117","5.72","33834","1.88","1700","2.67"
"007700","F&F홀딩스","14600","-10","-0.07","3130","4.66",,,"54668","0.27","400","2.74"
"214270","FSN","2105","15","0.72",,,,,"2272","0.93","0","0.00"
"130500","GH신소재","3075","25","0.82","148","20.78",,,"5394","0.57","0","0.00"
"114090","GKL","11920","-80","-0.67","709","16.81","1136","10.50","6658","1.79","353","2.96"
"078930","GS","46400","-950","-2.01","13737","3.38","13787","3.37","142065","0.33","2500","5.39"
"083450","GST","17330","-580","-3.24","1985","8.73",,,"12539","1.38","500","2.89"
"006360","GS건설","17800","70","0.39",,,"3263","5.46","50825","0.35","0","0.00"
"001250","GS글로벌","3635","80","2.25","337","10.79",,,"5113","0.71","25","0.69"
"007070","GS리테일","21000","0","0.00","173","121.39","2504","8.39","39235","0.54","500","2.38"
"078935","GS우","38500","-400","-1.03",,,,,,,"2550","6.62"
"297890","HB솔루션","4790","-165","-3.33","1137","4.21",,,"3319","1.44","30","0.63"
"440290","HB인베스트먼트","2270","-15","-0.66","444","5.11",,,"2922","0.78","0","0.00"
"078150","HB테크놀러지","3065","-130","-4.07","983","3.12",,,"3503","0.87","20","0.65"
"012630","HDC","8960","170","1.93","2147","4.17",,,"49804","0.18","300","3.35"
"039570","HDC랩스","8330","-50","-0.60","573","14.54",,,"11253","0.74","450","5.40"
"089470","HDC현대EP","4070","0","0.00","759","5.36",,,"11685","0.35","140","3.44"
"294870","HDC현대산업개발","20100","0","0.00","2678","7.51","3990","5.04","46876","0.43","700","3.48"
"009540","HD한국조선해양","189100","-600","-0.32","3135","60.32","17813","10.62","140052","1.35","0","0.00"
"267250","HD현대","80600","100","0.12","3743","21.53","11349","7.10","103689","0.78","3700","4.59"
"267270","HD현대건설기계","64200","-3100","-4.61","7659","8.38","8815","7.28","86604","0.74","700","1.09"
"443060","HD현대마린솔루션","133000","300","0.23","3778","35.20","5107","26.04","5999","22.17","2500","1.88"
"010620","HD현대미포","103800","-400","-0.38",,,"3158","32.87","49396","2.10","0","0.00"
"322000","HD현대에너지솔루션","25200","750","3.07",,,,,"33175","0.76","0","0.00"
"042670","HD현대인프라코어","8240","-590","-6.68","1159","7.11","1235","6.67","9097","0.91","110","1.33"
"267260","HD현대일렉트릭","362500","16500","4.77","7200","50.35","12699","28.54","29121","12.45","1000","0.28"
"329180","HD현대중공업","175800","900","0.51","278","632.37","6133","28.66","58660","3.00","0","0.00"
"097230","HJ중공업","3500","-40","-1.13",,,,,"4093","0.86","0","0.00"
"195940","HK이노엔","41400","750","1.85","1666","24.85","2820","14.68","42487","0.97","350","0.85"
"014790","HL D&I","2450","-125","-4.85","370","6.62","990","2.48","9721","0.25","0","0.00"
"028300","HLB","81300","-1700","-2.05",,,,,"4034","20.15","0","0.00"
"003580","HLB글로벌","5640","-190","-3.26",,,,,"1166","4.84","0","0.00"
"278650","HLB바이오스텝","2575","-30","-1.15",,,,,"1300","1.98","0","0.00"
"067630","HLB생명과학","10890","-110","-1.00",,,,,"2209","4.93","0","0.00"
"024850","HLB이노베이션","3040","-5","-0.16",,,,,"858","3.54","0","0.00"
"047920","HLB제약","26200","-400","-1.50",,,,,"2908","9.01","0","0.00"
"115450","HLB테라퓨틱스","9050","450","5.23",,,,,"2104","4.30","0","0.00"
"046210","HLB파나진","3690","-45","-1.20",,,,,"1550","2.38","0","0.00"
"204320","HL만도","40250","-1650","-3.94","2890","13.93","5956","6.76","47505","0.85","600","1.49"
"060980","HL홀딩스","33450","100","0.30","5237","6.39","9325","3.59","105173","0.32","2000","5.98"
"011200","HMM","16860","-40","-0.24","1667","10.11","2644","6.38","31115","0.54","700","4.15"
"403870","HPSP","33050","-1050","-3.08","990","33.38","1342","24.63","3350","9.87","150","0.45"
"036640","HRS","5340","-10","-0.19","758","7.04",,,"7165","0.75","200","3.75"
"035000","HS애드","6280","-30","-0.48","1000","6.28",,,"11276","0.56","450","7.17"
"002460","HS화성","9120","-30","-0.33","2302","3.96","1790","5.10","40704","0.22","500","5.48"
"439730","IBKS제20호스팩","2420","0","0.00",,,,,,,"0","0.00"
"442770","IBKS제21호스팩","2370","0","0.00",,,,,,,"0","0.00"
"448760","IBKS제22호스팩","2285","-10","-0.44",,,,,,,"0","0.00"
"467930","IBKS제23호스팩","2205","-20","-0.90",,,,,,,"0","0.00"
"469480","IBKS제24호스팩","2220","-15","-0.67",,,,,,,"0","0.00"
"003560","IHQ","10760","0","0.00","6784","1.59",,,"6389","1.68","0","0.00"
"095340","ISC","52900","200","0.38","749","70.63","3372","15.69","23130","2.29","200","0.38"
"099520","ITX-AI","1284","0","0.00",,,,,"566","2.27","0","0.00"
"175330","JB금융지주","14990","60","0.40","2907","5.16","3312","4.53","26120","0.57","855","5.70"
"234080","JW생명과학","11900","40","0.34","1818","6.55",,,"10294","1.16","500","4.20"
"067290","JW신약","1833","4","0.22",,,,,"331","5.54","0","0.00"
"001060","JW중외제약","31950","-250","-0.78","1504","21.24","3515","9.09","10784","2.96","400","1.25"
"001067","JW중외제약2우B","57500","0","0.00",,,,,,,"400","0.70"
"001065","JW중외제약우","30500","-450","-1.45",,,,,,,"425","1.39"
"096760","JW홀딩스","3315","15","0.45","266","12.46",,,"1716","1.93","105","3.17"
"035900","JYP Ent.","55000","-1300","-2.31","3186","17.26","3633","15.14","11897","4.62","574","1.04"
"318000","KBG","6160","-10","-0.16","541","11.39",,,"4834","1.27","100","1.62"
"024840","KBI메탈","2505","-120","-4.57","2","1252.50",,,"3450","0.73","0","0.00"
"105560","KB금융","85000","-3300","-3.74","11580","7.34","12752","6.67","150344","0.57","3060","3.60"
"024120","KB오토시스","4165","-15","-0.36","92","45.27",,,"9459","0.44","150","3.60"
"455250","KB제25호스팩","2640","0","0.00",,,,,,,"0","0.00"
"458320","KB제26호스팩","2485","0","0.00",,,,,,,"0","0.00"
"464680","KB제27호스팩","2000","-10","-0.50",,,,,,,"0","0.00"
"476470","KB제28호스팩","2190","-10","-0.45",,,,,,,"0","0.00"
"478390","KB제29호스팩","2125","-5","-0.23",,,,,,,"0","0.00"
"002380","KCC","333000","17500","5.55","28917","11.52","75717","4.40","704004","0.47","8000","2.40"
"021320","KCC건설","4555","10","0.22","519","8.78","1055","4.32","22370","0.20","130","2.85"
"344820","KCC글라스","41350","-300","-0.72","5125","8.07",,,"93331","0.44","2200","5.32"
"036670","KCI","7130","0","0.00","1022","6.98",,,"9891","0.72","250","3.51"
"009070","KCTC","4050","40","1.00","897","4.52",,,"9122","0.44","70","1.73"
"009440","KC그린홀딩스","1693","48","2.92",,,,,"6467","0.26","50","2.95"
"119650","KC코트렐","1095","76","7.46",,,,,"801","1.37","0","0.00"
"044180","KD","503","-9","-1.76",,,,,"1219","0.41","0","0.00"
"092220","KEC","1200","-1","-0.08",,,,,"1738","0.69","20","1.67"
"046440","KG모빌리언스","5040","-10","-0.20","1176","4.29","962","5.24","9255","0.54","220","4.37"
"003620","KG모빌리티","6070","-10","-0.16","48","126.46",,,"5791","1.05","0","0.00"
"016380","KG스틸","6420","10","0.16","2342","2.74","1671","3.84","18893","0.34","200","3.12"
"151860","KG에코솔루션","7040","-210","-2.90","1844","3.82",,,"24975","0.28","120","1.70"
"035600","KG이니시스","10700","-50","-0.47","2909","3.68","2499","4.28","17862","0.60","420","3.93"
"001390","KG케미칼","4710","-70","-1.46","1446","3.26",,,"13412","0.35","120","2.55"
"226360","KH 건설","2555","0","0.00",,,,,"5703","0.45","0","0.00"
"111870","KH 미래물산","8910","0","0.00","4998","1.78",,,"23064","0.39","0","0.00"
"033180","KH 필룩스","6630","0","0.00",,,,,"27380","0.24","0","0.00"
"060720","KH바텍","12030","140","1.18","1369","8.79","1816","6.62","11142","1.08","400","3.33"
"015590","KIB플러그에너지","626","26","4.33","62","10.10",,,"540","1.16","0","0.00"
"001940","KISCO홀딩스","19020","-10","-0.05","6602","2.88",,,"84091","0.23","900","4.73"
"058400","KNN","790","-3","-0.38","63","12.54",,,"1622","0.49","20","2.53"
"025000","KPX케미칼","47100","-350","-0.74","13643","3.45",,,"133924","0.35","3000","6.37"
"092230","KPX홀딩스","57000","500","0.88","21366","2.67",,,"236881","0.24","3500","6.14"
"000040","KR모터스","611","-10","-1.61",,,,,"618","0.99","0","0.00"
"044450","KSS해운","8190","0","0.00","755","10.85",,,"18624","0.44","350","4.27"
"101000","KS인더스트리","2695","-80","-2.88","199","13.54",,,"832","3.24","0","0.00"
"030200","KT","37800","-100","-0.26","4043","9.35","4896","7.72","67972","0.56","1960","5.19"
"033780","KT&G","93500","100","0.11","7843","11.92","7575","12.34","81326","1.15","5200","5.56"
"058850","KTcs","3150","-10","-0.32","386","8.16",,,"5029","0.63","100","3.17"
"058860","KTis","2615","-20","-0.76","455","5.75",,,"6665","0.39","120","4.59"
"122450","KX","4380","-75","-1.68","420","10.43",,,"6234","0.70","200","4.57"
"052900","KX하이텍","1073","-6","-0.56","81","13.25",,,"2123","0.51","0","0.00"
"376190","LB루셈","5790","30","0.52","48","120.63",,,"8276","0.70","0","0.00"
"061970","LB세미콘","5540","-10","-0.18",,,"240","23.10","5769","0.96","0","0.00"
"309960","LB인베스트먼트","4645","-15","-0.32","286","16.24",,,"5020","0.93","200","4.31"
"093050","LF","14010","10","0.07","2899","4.83",,,"53693","0.26","700","5.00"
"003550","LG","80900","0","0.00","8032","10.07","9329","8.67","167498","0.48","3100","3.83"
"034220","LG디스플레이","12330","-220","-1.75",,,,,"18682","0.66","0","0.00"
"051900","LG생활건강","343000","3500","1.03","8513","40.29","21024","16.31","324268","1.06","3500","1.02"
"051905","LG생활건강우","152600","100","0.07",,,,,,,"3550","2.33"
"373220","LG에너지솔루션","322500","-3500","-1.07","5287","61.00","7666","42.07","86328","3.74","0","0.00"
"003555","LG우","60200","200","0.33",,,,,,,"3150","5.23"
"032640","LG유플러스","9950","-10","-0.10","1449","6.87","1369","7.27","19711","0.50","650","6.53"
"011070","LG이노텍","275000","-5500","-1.96","23884","11.51","34063","8.07","199226","1.38","2610","0.95"
"066570","LG전자","112600","-1300","-1.14","3954","28.48","12374","9.10","109209","1.03","800","0.71"
"066575","LG전자우","50000","-200","-0.40",,,,,,,"850","1.70"
"037560","LG헬로비전","2855","-10","-0.35",,,"302","9.45","7300","0.39","120","4.20"
"051910","LG화학","310500","-2000","-0.64","17086","18.17","27527","11.28","411275","0.75","3500","1.13"
"051915","LG화학우","216500","-3000","-1.37",,,,,,,"3550","1.64"
"079550","LIG넥스원","233500","5000","2.19","8028","29.09","10498","22.24","48286","4.84","1950","0.84"
"225190","LK삼양","1713","-21","-1.21","14","122.36",,,"593","2.89","60","3.50"
"006260","LS","128000","-2500","-1.92","15881","8.06","13203","9.69","172545","0.74","1600","1.25"
"010120","LS ELECTRIC","260500","1500","0.58","7012","37.15","9630","27.05","58345","4.46","2800","1.07"
"000680","LS네트웍스","4055","-65","-1.58","145","27.97",,,"7619","0.53","0","0.00"
"060370","LS마린솔루션","20300","-350","-1.69","472","43.01","369","54.99","4987","4.07","160","0.79"
"417200","LS머트리얼즈","20050","-300","-1.47","214","93.69","228","87.94","2668","7.51","22","0.11"
"229640","LS에코에너지","30450","-950","-3.03","136","223.90","708","43.00","4793","6.35","200","0.66"
"078020","LS증권","4865","-50","-1.02","423","11.50",,,"13813","0.35","150","3.08"
"108320","LX세미콘","73800","200","0.27","6222","11.86","10944","6.74","60056","1.23","1800","2.44"
"001120","LX인터내셔널","30500","300","0.99","3255","9.37","7015","4.35","63172","0.48","1200","3.93"
"108670","LX하우시스","47900","2250","4.93","6186","7.74","7471","6.41","83467","0.57","1700","3.55"
"108675","LX하우시스우","24850","100","0.40",,,,,,,"1750","7.04"
"383800","LX홀딩스","6920","-10","-0.14","1015","6.82","2011","3.44","21403","0.32","270","3.90"
"38380K","LX홀딩스1우","8850","-100","-1.12",,,,,,,"280","3.16"
"086960","MDS테크","1294","-10","-0.77","17","76.12",,,"1327","0.98","0","0.00"
"023150","MH에탄올","5720","-110","-1.89","718","7.97",,,"10724","0.53","250","4.37"
"038340","MIT","1233","0","0.00",,,,,"525","2.35","0","0.00"
"035420","NAVER","171700","1100","0.64","6661","25.78","9644","17.80","154077","1.11","1205","0.70"
"160550","NEW","2765","15","0.55",,,,,"3923","0.70","0","0.00"
"053290","NE능률","3555","10","0.28","65","54.69",,,"5171","0.69","0","0.00"
"181710","NHN","20500","-50","-0.24",,,"1925","10.65","48402","0.42","500","2.44"
"060250","NHN KCP","9050","-20","-0.22","913","9.91","1131","8.00","5780","1.57","200","2.21"
"104200","NHN벅스","4215","60","1.44",,,,,"5102","0.83","0","0.00"
"005940","NH투자증권","13480","-10","-0.07","1588","8.49","2140","6.30","21757","0.62","800","5.93"
"005945","NH투자증권우","11750","-20","-0.17",,,,,,,"850","7.23"
"034310","NICE","10830","180","1.69","110","98.45",,,"21341","0.51","451","4.16"
"030190","NICE평가정보","10680","90","0.85","946","11.29","1041","10.26","6249","1.71","410","3.84"
"008260","NI스틸","4305","-55","-1.26","1756","2.45",,,"8188","0.53","125","2.90"
"004250","NPC","4350","20","0.46","650","6.69",,,"8873","0.49","100","2.30"
"004255","NPC우","2600","0","0.00",,,,,,,"105","4.04"
"222160","NPX","8040","0","0.00","15","536.00",,,"2928","2.75","0","0.00"
"456040","OCI","95100","2600","2.81","7052","13.49",,,"132933","0.72","2000","2.10"
"010060","OCI홀딩스","76200","-800","-1.04","36540","2.09","27111","2.81","190202","0.40","3300","4.33"
"178920","PI첨단소재","29750","50","0.17",,,"1329","22.38","10724","2.77","0","0.00"
"024940","PN풍년","4525","-140","-3.00","231","19.59",,,"5109","0.89","35","0.77"
"005490","POSCO홀딩스","347000","-8000","-2.25","22382","15.50","27066","12.82","714069","0.49","10000","2.88"
"218410","RFHIC","13290","-20","-0.15","671","19.81","1073","12.38","11103","1.20","100","0.75"
"327260","RF머트리얼즈","10650","300","2.90",,,,,"5259","2.03","0","0.00"
"091340","S&K폴리텍","2425","-25","-1.02",,,,,"7690","0.32","0","0.00"
"010950","S-Oil","65900","-1600","-2.37","8149","8.09","8151","8.08","77629","0.85","1700","2.58"
"010955","S-Oil우","45250","-400","-0.88",,,,,,,"1725","3.81"
"419530","SAMG엔터","10850","170","1.59",,,,,"5718","1.90","0","0.00"
"019550","SBI인베스트먼트","878","-27","-2.98","52","16.88",,,"783","1.12","0","0.00"
"034120","SBS","16740","-180","-1.06","2613","6.41","2490","6.72","47382","0.35","500","2.99"
"036120","SCI평가정보","2120","75","3.67","14","151.43",,,"830","2.55","50","2.36"
"246960","SCL사이언스","9080","-20","-0.22",,,,,"2597","3.50","0","0.00"
"099220","SDN","1624","109","7.19",,,,,"1723","0.94","0","0.00"
"036540","SFA반도체","4790","-20","-0.42",,,"244","19.62","2737","1.75","0","0.00"
"255220","SG","2165","-260","-10.72",,,,,"1048","2.07","0","0.00"
"040610","SG&G","1651","-20","-1.20","592","2.79",,,"10247","0.16","0","0.00"
"049470","SGA","490","0","0.00",,,,,"643","0.76","0","0.00"
"184230","SGA솔루션즈","577","-25","-4.15",,,,,"861","0.67","0","0.00"
"016250","SGC E&C","14600","-290","-1.95",,,"4184","3.49","69166","0.21","750","5.14"
"005090","SGC에너지","27650","850","3.17","2953","9.36","4867","5.68","49925","0.55","1700","6.15"
"001380","SG글로벌","2580","-125","-4.62","449","5.75",,,"3137","0.82","0","0.00"
"004060","SG세계물산","388","-1","-0.26",,,,,"1222","0.32","0","0.00"
"001770","SHD","16580","-120","-0.72","91","182.20",,,"42198","0.39","100","0.60"
"002360","SH에너지화학","569","0","0.00",,,,,"823","0.69","0","0.00"
"009160","SIMPAC","3735","30","0.81",,,,,"10735","0.35","100","2.68"
"123700","SJM","3400","-15","-0.44","1128","3.01",,,"12162","0.28","175","5.15"
"025530","SJM홀딩스","3595","-65","-1.78","709","5.07",,,"11504","0.31","225","6.26"
"034730","SK","143600","-2300","-1.58",,,"25299","5.68","373938","0.38","5000","3.48"
"011790","SKC","145100","-700","-0.48",,,,,"41484","3.50","0","0.00"
"018670","SK가스","175900","-2000","-1.12","35241","4.99","28597","6.15","287583","0.61","8000","4.55"
"001740","SK네트웍스","4615","-40","-0.86",,,"324","14.25","10690","0.43","200","4.33"
"006120","SK디스커버리","38150","-200","-0.52","9699","3.93",,,"150811","0.25","1700","4.46"
"006125","SK디스커버리우","32700","-50","-0.15",,,,,,,"1750","5.35"
"210980","SK디앤디","9410","-40","-0.42","4177","2.25","1430","6.58","31495","0.30","800","8.50"
"302440","SK바이오사이언스","54600","600","1.11","291","187.63",,,"22178","2.46","0","0.00"
"326030","SK바이오팜","85400","1600","1.91",,,"1188","71.89","3622","23.58","0","0.00"
"402340","SK스퀘어","84400","-300","-0.35",,,"16433","5.14","112214","0.75","0","0.00"
"361610","SK아이이테크놀로지","37750","-650","-1.69","1152","32.77","98","384.99","33825","1.12","0","0.00"
"100090","SK오션플랜트","12930","190","1.49","1041","12.42","875","14.78","11734","1.10","0","0.00"
"03473K","SK우","130000","-1900","-1.44",,,,,,,"5050","3.88"
"096770","SK이노베이션","105000","-1500","-1.41","2808","37.39","9928","10.58","230169","0.46","0","0.00"
"096775","SK이노베이션우","79600","-400","-0.50",,,,,,,"0","0.00"
"475150","SK이터닉스","18820","-320","-1.67",,,"1313","14.33",,,"0","0.00"
"001510","SK증권","558","-2","-0.36","6","93.00",,,"1523","0.37","2","0.36"
"001515","SK증권우","1919","9","0.47",,,,,,,"7","0.36"
"285130","SK케미칼","47900","0","0.00","2072","23.12","403","118.95","110405","0.43","650","1.36"
"28513K","SK케미칼우","24350","0","0.00",,,,,,,"700","2.87"
"017670","SK텔레콤","53500","100","0.19","4954","10.80","5669","9.44","53545","1.00","3540","6.62"
"000660","SK하이닉스","209000","4000","1.95",,,"27028","7.73","77752","2.69","1200","0.57"
"048550","SM C&C","1929","-35","-1.78",,,,,"1016","1.90","0","0.00"
"063440","SM Life Design","1550","-20","-1.27","103","15.05",,,"1239","1.25","0","0.00"
"003570","SNT다이내믹스","20850","-300","-1.42","2212","9.43","1600","13.03","31290","0.67","700","3.36"
"064960","SNT모티브","43600","-350","-0.80","6579","6.63","6499","6.71","72007","0.61","1600","3.67"
"100840","SNT에너지","11970","270","2.31","1252","9.56",,,"15209","0.79","900","7.52"
"036530","SNT홀딩스","21550","0","0.00","6041","3.57","5638","3.82","73929","0.29","800","3.71"
"067160","SOOP","124000","3000","2.48","6874","18.04","9369","13.23","27160","4.57","850","0.69"
"005610","SPC삼립","54900","100","0.18","6197","8.86","7402","7.42","51697","1.06","1700","3.10"
"011810","STX","6650","-90","-1.34",,,,,"2791","2.38","0","0.00"
"465770","STX그린로지스","11070","80","0.73","201","55.07",,,"4260","2.60","0","0.00"
"077970","STX엔진","17110","130","0.77","167","102.46",,,"9391","1.82","0","0.00"
"071970","STX중공업","22400","0","0.00","1108","20.22","784","28.56","7893","2.84","0","0.00"
"002820","SUN&L","3255","-135","-3.98",,,,,"19587","0.17","0","0.00"
"289080","SV인베스트먼트","1975","4","0.20","65","30.38",,,"1322","1.49","20","1.01"
"084870","TBH글로벌","1356","3","0.22","323","4.20",,,"3022","0.45","100","7.37"
"002710","TCC스틸","38000","-1100","-2.81",,,"315","120.74","8808","4.31","80","0.21"
"089230","THE E&M","1481","4","0.27",,,,,"1570","0.94","0","0.00"
"032540","TJ미디어","5720","0","0.00","337","16.97",,,"6177","0.93","320","5.59"
"022220","TKG애강","1116","-5","-0.45","105","10.63",,,"1932","0.58","0","0.00"
"069260","TKG휴켐스","19140","10","0.05","3512","5.45","2739","6.99","21904","0.87","1000","5.22"
"007980","TP","1579","-37","-2.29","130","12.15",,,"4274","0.37","35","2.22"
"048770","TPC","3185","-15","-0.47",,,,,"2849","1.12","25","0.78"
"246690","TS인베스트먼트","1165","-8","-0.68","258","4.52",,,"2029","0.57","10","0.86"
"317240","TS트릴리온","314","0","0.00",,,,,"277","1.13","0","0.00"
"002900","TYM","4305","-95","-2.16","1390","3.10",,,"8938","0.48","160","3.72"
"024070","WISCOM","2280","-10","-0.44",,,,,"7237","0.32","50","2.19"
"057030","YBM넷","3610","-60","-1.63","313","11.53",,,"3196","1.13","150","4.16"
"037270","YG PLUS","3055","-20","-0.65","340","8.99","218","14.03","2564","1.19","0","0.00"
"040300","YTN","2950","-40","-1.34",,,,,"5796","0.51","0","0.00"
"051390","YW","3710","-40","-1.07","622","5.96",,,"9444","0.39","200","5.39"
"052220","iMBC","3550","60","1.72","90","39.44",,,"2544","1.40","0","0.00"
"079940","가비아","14700","-100","-0.68","1241","11.85",,,"11137","1.32","80","0.54"
"078890","가온그룹","4940","-15","-0.30",,,,,"10860","0.45","30","0.61"
"000500","가온전선","45850","650","1.44","2907","15.77",,,"46434","0.99","0","0.00"
"399720","가온칩스","55500","-800","-1.42","552","100.54","1050","52.88","5398","10.28","0","0.00"
"036620","감성코퍼레이션","3730","15","0.40","268","13.92","431","8.66","859","4.34","0","0.00"
"000860","강남제비스코","26000","-200","-0.76","2541","10.23",,,"93917","0.28","500","1.92"
"198440","강동씨앤엘","1824","-79","-4.15",,,,,"2883","0.63","0","0.00"
"217730","강스템바이오텍","1765","12","0.68",,,,,"857","2.06","0","0.00"
"035250","강원랜드","14190","10","0.07","1681","8.44","1388","10.22","18141","0.78","930","6.55"
"114190","강원에너지","12950","-300","-2.26","168","77.08",,,"1494","8.67","0","0.00"
"094480","갤럭시아머니트리","9340","140","1.52",,,,,"2897","3.22","45","0.48"
"011420","갤럭시아에스엠","2965","450","17.89","97","30.57",,,"2713","1.09","0","0.00"
"039240","경남스틸","2965","-55","-1.82","317","9.35",,,"3999","0.74","120","4.05"
"053950","경남제약","840","10","1.20",,,,,"2230","0.38","0","0.00"
"002100","경농","10090","-140","-1.37","1059","9.53",,,"13544","0.74","450","4.46"
"009450","경동나비엔","61600","4400","7.69","5753","10.71","5818","10.59","40448","1.52","550","0.89"
"267290","경동도시가스","19380","0","0.00","5196","3.73",,,"71387","0.27","875","4.51"
"012320","경동인베스트","82700","-1200","-1.43","9133","9.06",,,"212135","0.39","750","0.91"
"011040","경동제약","6790","60","0.89",,,,,"8409","0.81","400","5.89"
"000050","경방","7110","-210","-2.87",,,,,"29623","0.24","125","1.76"
