종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
유진기업,2276820452893,1383280299651,893540153242,1345328206053,55400228501,78253165126,124271483766,77310863,8.75765513637824,1012.1884828267924,11557.756808923476,154.8089690913266,4.117971231981846,5.816659813859368
