종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
태광산업,2023,4960642315971,722140770899,4238501545072,588162090619,-26693139147,34427125106,-5991309082,5567000000,0.8122475535257869,6.184143184120711,761.3618726552901,17.037643214702022,-4.538398440284942,5.853339692425234,0.694005391099463,
