종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
유성티엔에스,2023,567572399119,152569064337,415003334782,55526155045,273293994,19445595732,-2802655164,18525906000,4.685648066470288,1.049643441567716,22.401243684492407,36.763334544563136,0.4921896604915551,35.02060554389319
