종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
유성티엔에스,2024,668399813608,172064452350,496335361258,52087655118,664223191,31686134307,-4837262978,18525906000,6.384017094145593,1.7103689453568425,26.791421766795104,34.66697434450156,1.2752027126106191,60.83233010819522
