종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
영풍,2023,5568116970055,1285348175271,4282768794784,3761732632263,-169812608768,-83369162564,313102618672,9210200000,-1.9466183340444532,-9.051829771774772,465.0028006757725,30.012084164721436,-4.514212608083296,-2.216243702409185,-1.4972595405655873,256.0037545484089
