종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
동국홀딩스,2023,6650260390124,3276900118792,3373360271332,1917225899846,160024263280,-94157623815,143202114672,690953196364,-2.7912116181359146,-0.13627207213236042,4.882183466381832,97.14053214654385,8.346656661213155,-4.911138735532582,-1.4158486779679968,
