종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
SG&G,2023,386665349225,63294520993,323370828232,9666970523,396986196,3360814348,280021125,17043598000,1.0393065961994594,0.1971892524102012,18.97315509506854,19.573355252561562,4.106624666491703,34.765952166749976
