종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
이마트,2023,33443865586475,19609634816186,13834230770289,29472247894459,-46935431343,-187466317757,1135132806779,139379095000,-1.3550902892238208,-1.3450102955324827,99.25613859301497,141.74720041753613,-0.1592529742253702,-0.6360774326692775,-0.5605402200659874,282.27754380846125
