종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
SK디스커버리,11780098492498,5826776624464,5953321868034,8717115148765,362228951564,534037722554,82330270613,18785855,8.970415750935341,28427.650620852764,316904.4937286059,97.87437591356387,4.155376467813654,6.126312586677944
