종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
유성티엔에스,2023,589436729737,149802381053,439634348684,65707516854,1851562452,24634462453,-1900641491,18525906000,5.60339803446676,1.3297305110476108,23.730788048044722,34.07431232373402,2.8178852902235105,37.49108721873783
