종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
유성티엔에스,471494426435,196338938937,275155487498,63668780709,669218360,11209084752,-2567338928,37051812,4.073727496378379,302.52460397888234,7426.235658812044,71.35563267239114,1.0510934127334428,17.60530769896701
