종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
태광산업,2024,4628806390416,689137608780,3939668781636,554392628712,-6279010679,39703587293,16160072648,5567000000,1.007789981687561,7.131953887731274,707.6825546319382,17.492272751259723,-1.132592742725998,7.161636940455337,0.8577500103527069,-75.52879735821196
