종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
동부건설,1886101529227,1335829000947,550272528280,419720749444,-18631333241,-17268019402,14762101636,22944443,-3.138084951464879,-752.6013772485129,23982.823565601484,242.75771227802935,-4.438983125251908,-4.114168628754899
