종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
세원정공,2024,791928619455,124688988932,667239630523,39679365187,4745696998,15242610097,60529340840,5000000000,2.2844281723872486,3.0485220194,133.4479261046,18.687287629223327,11.960113211576315,38.414450496284346,1.9247454533831425,-75.07569067259247
