종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
무림페이퍼,2429133745988,1739726817209,689406928779,1399139266935,96311787654,34759091251,41882935462,41609310,5.041883073696604,835.3681243692818,16568.573926820703,252.3512231433775,6.883645533370222,2.4843196150976734
