종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
현대지에프홀딩스,3210983098000,991116220000,2219866878000,1015498791000,28285758000,31370081000,38971184000,155904301,1.4131514511475134,201.21369839565875,14238.650657880182,44.64755205920055,2.7854053841015354,3.0891303148779423
