종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
현대홈쇼핑,2600338275866,717965791564,1882372484302,2209872707722,128486910189,101664964613,89912081252,12000000,5.400895171430338,8472.080384416666,156864.37369183335,38.14153668051666,5.814222228277029,4.600489623576516
