종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
한신공영,2023,2484332414986,1757266609742,727065805244,347446237282,4613875800,301188307,-4100322277,57871370000,0.041425178412691624,0.005204444045475336,12.563480098086497,241.6929247762201,1.3279394924790078,0.08668630558676754,0.01212351073403747,10.679416484431892
