종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
일신방직,1046254435395,271842947879,774411487516,145137656899,11185879494,11615508151,4701608925,23280000,1.4999142365847218,498.9479446305842,33265.098260996565,35.10316572794686,7.707082870839065,8.003097472548513
