종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
코오롱,4800645615656,3568286247884,1232359367772,1520533363888,43357732827,15637069906,-143297634232,12626426,1.268872563874812,1238.4399121334889,97601.5990409321,289.54916408313227,2.851481845563348,1.028393738498184
