종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
세원정공,2023,781176093891,129923544777,651252549114,36928731137,3649612207,6584434674,44861935657,5000000000,1.01104167391864,1.3168869348,130.2505098228,19.949794431323944,9.882852983657878,17.830113495025714
