종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
경방,1248318313535,493309854178,755008459357,389227582838,31895306272,4415249761,29255425003,27415270,0.5847947405463815,161.05074876154785,27539.705403484993,65.3383214537921,8.194513358852863,1.1343619917187797
