종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
한신공영,2023,2468946950023,1716013928089,752933021934,1309008523014,14755273986,23668931441,-112183166279,57871370000,3.1435640025726954,0.4089920705350504,13.010457881574256,227.91056815136218,1.127209924655486,1.8081571681826902,0.9586650470873627,296.9590678699874
