종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
삼천리,4611943770175,3095739017538,1516204752637,1749860508560,87704523184,64971022390,386859411154,4055025,4.285108741217285,16022.348170479836,373907.62144179136,204.17684433147016,5.0120865494686795,3.712925805924161
