종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수
현대지에프홀딩스,4701992883000,1442403191000,3259589692000,509143780000,5064643000,845970175000,-50857637000,155904301
