종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
SG&G,2023,379854728229,65570245356,314284482873,9078944987,-52077504,2144287525,183149100,17043598000,0.6822759766559937,0.12581190456381333,18.440031434266402,20.863341631313194,-0.5736074408928457,23.618245600897154
