종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
영풍,2024,5524987172161,1255542489682,4269444682479,741422366216,-43197515058,-8400290376,18367246242,9210200000,-0.19675369985406335,-0.9120638396560335,463.55613151495083,29.407629868926765,-5.826303201300402,-1.1329966236212419
