종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
모베이스,974796878349,628084984347,346711894002,247538988417,-2615858341,6688255846,23159486316,23147029,1.9290529000315804,288.94662230733803,14978.677998027306,181.15472679555,-1.0567459929154148,2.701899966858181
