종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
영풍,2023,5724588981543,1327343867082,4397245114461,945820891087,-74356927001,-12494119037,161241818997,9210200000,-0.2841351507995589,-1.3565524133026428,477.43209859297303,30.185805715420106,-7.861628739828753,-1.320981504504614
