종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
태광산업,2023,4917624029361,745651919372,4171972109989,590100191447,-31293787083,4447651136,96554012803,5567000000,0.10660788276486649,0.7989314057840848,749.4111927409735,17.872888401786703,-5.303131152400356,0.7537111833659635
