종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
영풍,2023,5841107705389,1372089335320,4469018370069,1056655325738,49066453028,81154532292,266534520924,9210200000,1.8159364220905405,8.81137568044125,485.2248995753621,30.70225319523167,4.643562743009932,7.680322079985659,1.389368872913042,11.71833226517356
