종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
전방,2023,246508340266,62812662691,183695677575,30761625753,-8260029354,-10525491237,-26638001296,8400000000,-5.729852425462004,-1.2530346710714286,21.868533044642856,34.1938708194996,-26.851732155913275,-34.2163035254192,-4.269831692364749,20.014055624028966
