종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수
지역난방공사,7120015384735,5386822671293,1733192713442,607336687738,-44372289579,-46194893341,-80488183062,11578744
