종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
동일산업,494596171285,80958160018,413638011267,140564716866,10120694262,8438580030,12577943254,2425215,2.040088144740877,3479.5183231177443,170557.25420921444,19.572224460227897,7.200024648893956,6.003341534166413
