종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
SG&G,2024,418200877608,65646493210,352554384398,13432402587,2201853711,6393689217,3224984512,17043598000,1.8135327484063108,0.37513729301758936,20.68544355470013,18.620245872730777,16.392106302196257,47.598999327103776
