종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
SGC E&C,943287696191,695861162663,247426533528,423339972119,3821543734,6640260508,-145935054304,,2.683730161562707,,,281.2395068309248,0.9027127098042544,1.5685408762046775
