종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
한신공영,2023,2524719846830,1798197937468,726521909362,313921276709,4522878182,2634407674,23739977370,57871370000,0.36260539978944645,0.04552177828173067,12.554081739589023,247.50773710969008,1.4407682809574693,0.8391937308671351
