종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
유성티엔에스,2023,593555138040,148434223045,445120914995,60836999408,-150422940,5393325487,-4043541058,18525906000,1.211654025976421,0.2911234401707533,24.026944484928293,33.346944177329284,-0.24725568562511901,8.865206271647223
