종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
전방,2023,236979137636,47159660314,189819477322,94772410649,-32548106506,-19193789810,-32730628944,8400000000,-10.111601865513855,-2.2849749773809522,22.59755682404762,24.844479069974877,-34.343440546791065,-20.25250774836392
