종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
SG&G,2023,383902566823,63557240769,320345326054,10070948118,818986112,5344493992,240543227,17043598000,1.6683539784498336,0.3135778015886082,18.795639632781764,19.840227279696997,8.132164940222562,53.06842940087918,1.3921485433735332,10.926414163985285
