종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수
KC그린홀딩스,916578395937,701431383176,215147012761,698466593657,-29862667318,-55928223819,-89724018830,22434980
