종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
세원정공,2023,701951241022,106707472641,595243768381,36928345125,6744579866,11924514003,13661039179,5000000000,2.0032992592989953,2.3849028006,119.0487536762,17.926684546607355,18.2639645593921,32.29095147003287
