종목명,연도,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률,ROA,매출액 증가율
세원정공,2023,674081857072,92873801552,581208055520,159199457308,12037913130,-31272001756,36975433856,5000000000,-5.380517606216126,-6.2544003512,116.241611104,15.9794415562439,7.561528998626227,-19.643284144806277,-4.639199442607128,331.09918051988876
