종목명,자산 총액,부채 총액,자본 총액,매출액,영업이익,순이익,현금 흐름,상장주식수,ROE,EPS,BPS,부채비율,영업이익률,순이익률
파커스,110353877702,38500564700,71853313002,22753543609,-1816731740,1063927023,848588889,14049331,1.4806930655659345,75.7279491101747,5114.358327951701,53.58217052417382,-7.98439034912085,4.675873970589668
