종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률
020150,롯데에너지머티리얼즈,,31088.0,,1.21,0.53,,20240304,36000.0,179661.0,46110835.0,3.45
020150,롯데에너지머티리얼즈,,31088.0,,1.21,0.53,,20240305,36750.0,491684.0,46110835.0,2.08
020150,롯데에너지머티리얼즈,,31088.0,,1.21,0.53,,20240306,36050.0,160500.0,46110835.0,-1.9
020150,롯데에너지머티리얼즈,,31088.0,,1.21,0.53,,20240307,36800.0,156606.0,46110835.0,2.08
020150,롯데에너지머티리얼즈,,31088.0,,1.21,0.53,,20240308,38000.0,336645.0,46110835.0,3.26
