辆格内靛,辆格疙,EPS,BPS,PER,PBR,硅寸荐劳伏,ROE,朝楼,辆啊,芭贰樊,惑厘林侥荐,殿遏伏
007815,内府酒结快,,,,,0.0,,20240304,7150.0,14807.0,2964690.0,3.62
007815,内府酒结快,,,,,0.0,,20240305,7050.0,4588.0,2964690.0,-1.4
007815,内府酒结快,,,,,0.0,,20240306,7080.0,12255.0,2964690.0,0.43
007815,内府酒结快,,,,,0.0,,20240307,6990.0,18428.0,2964690.0,-1.27
007815,内府酒结快,,,,,0.0,,20240308,7070.0,7404.0,2964690.0,1.14
