Á¾¸ñÄÚµå,Á¾¸ñ¸í,EPS,BPS,PER,PBR,¹è´ç¼öÀÍ·ü,ROE,³¯Â¥,Á¾°¡,°Å·¡·®,»óÀåÁÖ½Ä¼ö,µî¶ô·ü
361670,»ï¿µ¿¡½º¾Ø¾¾,,4174.0,,1.68,0.0,,20240304,4595.0,8315.0,5667658.0,-0.43
361670,»ï¿µ¿¡½º¾Ø¾¾,,4174.0,,1.68,0.0,,20240305,4530.0,5683.0,5667658.0,-1.41
361670,»ï¿µ¿¡½º¾Ø¾¾,,4174.0,,1.68,0.0,,20240306,4435.0,7267.0,5667658.0,-2.1
361670,»ï¿µ¿¡½º¾Ø¾¾,,4174.0,,1.68,0.0,,20240307,4380.0,11286.0,5667658.0,-1.24
361670,»ï¿µ¿¡½º¾Ø¾¾,,4174.0,,1.68,0.0,,20240308,4300.0,11784.0,5667658.0,-1.83
