辆格内靛,辆格疙,EPS,BPS,PER,PBR,硅寸荐劳伏,ROE,朝楼,辆啊,芭贰樊,惑厘林侥荐,殿遏伏
210120,候刨明,,7313.0,,1.86,0.0,,20240304,16190.0,10426.0,3144610.0,-1.28
210120,候刨明,,7313.0,,1.86,0.0,,20240305,15750.0,11052.0,3144610.0,-2.72
210120,候刨明,,7313.0,,1.86,0.0,,20240306,15780.0,4025.0,3144610.0,0.19
210120,候刨明,,7313.0,,1.86,0.0,,20240307,15400.0,2751.0,3144610.0,-2.41
210120,候刨明,,7313.0,,1.86,0.0,,20240308,16270.0,11350.0,3144610.0,5.65
