종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
302550,리메드,26.0,1006.0,122.69,3.17,0.0,2.584493041749503,20240731,3190,10001,30638080,0.79,2745.989990234375,796.2000122070312,,,,38377.41015625
