종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
82640,동양생명,1736.0,18628.0,4.54,0.42,5.07,9.319304273137211,20240731,7890,155700,161358585,-0.88,2745.989990234375,796.2000122070312,,,,38377.41015625
