종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
12320,경동인베스트,9133.0,212135.0,8.74,0.38,0.94,4.305277299832653,20240731,79800,5409,2365023,0.13,2745.989990234375,796.2000122070312,,,,38377.41015625
