종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
304840,피플바이오,,882.0,,4.08,0.0,,20240731,3600,126412,21089464,-3.23,2745.989990234375,796.2000122070312,,,,38377.41015625
