종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
340570,티앤엘,3399.0,16050.0,17.8,3.77,0.91,21.177570093457945,20240731,60500,28189,8128000,-0.17,2745.989990234375,796.2000122070312,,,,38377.41015625
